고객ID,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,월
"K248080",0,0.000000,1,34.687411,2,6.445296,3.196113,0,"3월"
"K248100",0,0.000000,6,26.555414,0,0.000000,3.726852,0,"3월"
"K248160",2,5.042088,0,0.000000,0,0.000000,4.073913,0,"3월"
"K248300",1,13.274730,0,0.000000,0,0.000000,4.165687,0,"3월"
"K248420",0,18.023655,4,40.736722,0,0.000000,6.978423,0,"3월"
"K248600",1,26.014472,1,42.746248,0,0.000000,20.608691,0,"3월"
"K248640",1,5.512186,0,0.000000,0,0.000000,6.148285,0,"3월"
"K248890",0,0.000000,0,0.000000,3,8.255052,8.296967,0,"3월"
"K249020",3,46.738301,8,89.867807,0,0.000000,21.189118,0,"3월"
"K249140",16,63.129218,1,168.174880,0,0.000000,4.472754,0,"3월"
"K249290",6,68.604970,7,65.269315,0,0.000000,15.623807,0,"3월"
"K249360",9,73.867454,1,47.081964,0,0.000000,10.281476,2,"3월"
"K249390",5,54.584699,0,11.621520,0,0.000000,7.241648,0,"3월"
"K249620",5,79.052131,2,12.613070,0,0.000000,5.468053,2,"3월"
"K249650",7,113.767212,4,10.378001,0,0.000000,14.640546,5,"3월"
"K249920",2,51.684970,1,22.710062,4,9.005714,27.419774,0,"3월"
"K249980",2,70.114901,3,48.536987,4,8.844281,12.354915,2,"3월"
"K250080",2,94.488533,6,15.508924,3,11.222353,31.290781,1,"3월"
"K250130",1,123.212610,1,3.642808,1,4.178515,10.002999,3,"3월"
"K250280",1,82.908241,6,31.204978,4,16.197305,8.522540,4,"3월"
"K250320",1,93.368827,12,76.527328,1,0.000000,24.964756,6,"3월"
"K250370",0,0.000000,1,4.918346,2,20.213659,26.733239,0,"3월"
"K250390",1,88.883186,1,12.825727,1,7.892755,9.732295,2,"3월"
"K250460",15,119.338039,0,0.000000,2,3.473069,9.797638,0,"3월"
"K250750",9,144.153540,2,9.033120,2,13.926060,1.768844,1,"3월"
"K250770",16,225.444141,8,18.809245,0,0.000000,13.100366,6,"3월"
"K250790",15,213.814838,2,7.478420,1,3.625901,18.400099,0,"3월"
"K250830",9,128.660234,4,36.003076,2,13.569247,13.812520,0,"3월"
"K251040",14,190.114210,0,0.000000,2,3.043700,28.230140,0,"3월"
"K251070",8,173.002418,2,15.586733,2,7.225638,28.894798,0,"3월"
"K251180",7,172.891297,1,12.039482,5,10.195597,6.575354,0,"3월"
"K251190",6,146.660189,2,7.359565,0,0.000000,17.541951,0,"3월"
"K251250",4,130.154917,5,16.523268,4,11.640506,22.220181,0,"3월"
"K251360",2,238.094741,28,124.306711,0,0.000000,13.933892,12,"3월"
"K251630",5,296.549694,1,28.542010,0,0.000000,32.767286,8,"3월"
"K251660",2,455.079293,29,122.063106,8,15.768918,6.180269,31,"3월"
"K251690",1,170.986574,3,30.934770,8,14.165109,16.167213,2,"3월"
"K251750",1,0.000000,2,13.829888,9,14.785407,11.821395,5,"3월"
"K251980",2,42.193702,2,23.898092,2,3.647450,4.407958,2,"3월"
"K252010",3,35.022261,1,0.000000,0,0.000000,13.455638,1,"3월"
"K252020",3,59.447123,3,5.594451,1,8.075468,14.246543,3,"3월"
"K252090",1,25.023907,0,0.991801,0,0.000000,9.008050,0,"3월"
"K252170",0,41.776560,4,15.730680,0,0.000000,15.996265,0,"3월"
"K252270",0,0.000000,5,94.061558,0,0.000000,28.915072,0,"3월"
"K252430",4,29.356546,3,35.056356,1,21.992189,10.189983,0,"3월"
"K252590",5,40.250279,0,0.000000,0,0.000000,13.915007,1,"3월"
"K252870",2,11.410370,0,0.000000,1,5.665289,0.123320,0,"3월"
"K252890",0,0.000000,2,81.675810,1,13.847625,14.289237,0,"3월"
"K252960",1,23.636502,2,52.411374,0,0.000000,13.571010,0,"3월"
"K253140",0,0.000000,0,0.000000,4,12.481572,15.871421,0,"3월"
"K253180",8,61.671708,2,96.568870,1,3.810610,12.080323,0,"3월"
"K253200",1,50.933342,7,71.526009,0,0.000000,11.756596,0,"3월"
"K253300",3,46.473021,0,0.000000,0,0.000000,19.581287,0,"3월"
"K253310",7,87.717696,3,80.497032,4,14.976192,6.770913,0,"3월"
"K253320",3,57.183005,4,49.787226,3,11.816719,5.680109,0,"3월"
"K253610",90,156.543176,7,32.981256,2,4.122657,15.016854,9,"3월"
"K253620",66,137.116474,7,12.356426,2,8.054929,21.060519,7,"3월"
"K253670",79,127.270530,3,4.747068,0,0.000000,11.957595,7,"3월"
"K253770",67,141.551760,3,13.902405,3,5.813733,47.308137,8,"3월"
"K253790",57,121.007731,7,15.774065,0,0.000000,40.498496,7,"3월"
"K254030",105,169.515639,4,7.303662,5,15.314130,28.100020,10,"3월"
"K254150",72,127.876039,1,7.452619,1,5.725793,6.939507,7,"3월"
"K254170",72,128.038176,20,49.919646,0,0.000000,59.204682,8,"3월"
"K254280",76,124.015242,0,0.000000,1,6.367920,14.344548,7,"3월"
"K254360",57,129.156515,6,13.551010,6,15.089770,14.752484,7,"3월"
"K254410",89,145.110001,3,21.530326,2,5.492430,43.030615,8,"3월"
"K254820",65,121.146253,8,36.897336,1,12.213702,24.261001,8,"3월"
"K254850",69,113.830051,5,8.048975,2,3.623946,19.674708,6,"3월"
"K254880",65,107.566598,2,34.191811,5,10.028976,44.083704,7,"3월"
"K254960",56,105.570890,1,5.536644,13,23.145668,35.101310,6,"3월"
"K255060",65,123.922392,2,9.889572,0,0.000000,4.225084,7,"3월"
"K255160",46,121.149536,2,3.577736,0,0.000000,40.409804,6,"3월"
"K255260",48,128.415950,7,13.193420,3,5.400815,38.487039,7,"3월"
"K255300",42,112.230331,5,25.304269,0,0.000000,38.713575,6,"3월"
"K255330",39,104.170183,9,20.074870,1,2.269673,24.062200,6,"3월"
"K255490",38,103.882459,9,15.428088,2,5.933880,1.400099,6,"3월"
"K255820",63,127.100072,24,44.960215,0,0.000000,50.412433,8,"3월"
"K255860",46,93.001745,6,38.943448,2,4.460119,5.212018,6,"3월"
"K255870",85,171.897264,1,7.687812,0,0.000000,9.457114,10,"3월"
"K256190",16,106.906867,10,24.504883,0,0.000000,23.781987,6,"3월"
"K256220",37,126.582422,13,56.064590,4,9.790906,13.337750,8,"3월"
"K256320",13,95.690014,17,31.465635,1,3.056438,9.330469,6,"3월"
"K256420",24,182.901734,0,0.000000,2,4.758230,22.354842,10,"3월"
"K256500",16,129.212651,6,47.589979,1,9.038191,37.814271,8,"3월"
"K256940",10,98.605156,14,27.443896,1,7.433559,16.709870,6,"3월"
"K257070",9,101.605031,2,35.471579,1,3.292358,42.858265,6,"3월"
"K257330",24,115.420793,18,47.070200,1,4.965425,28.408616,7,"3월"
"K257480",7,109.481414,5,10.055267,4,12.767269,17.515021,6,"3월"
"K257490",8,134.594964,4,9.339242,0,0.000000,8.182307,8,"3월"
"K257630",8,148.121370,1,34.172883,1,3.790507,54.209631,9,"3월"
"K257650",32,117.740634,1,29.039587,2,3.909175,10.721909,7,"3월"
"K257810",5,104.775717,25,43.336062,1,5.315390,3.652809,7,"3월"
"K257950",21,108.821618,26,40.536547,2,15.108628,20.328541,7,"3월"
"K258030",46,148.027716,11,21.185718,5,12.199488,19.393914,9,"3월"
"K258050",3,136.809660,10,24.520501,5,9.032946,3.661400,8,"3월"
"K258250",22,125.313336,4,8.168706,2,8.602575,9.942237,7,"3월"
"K258390",1,106.517162,12,21.912817,1,3.839960,25.587070,6,"3월"
"K258760",33,73.166386,8,17.212279,0,0.000000,16.461323,4,"3월"
"K258850",40,65.278770,1,6.282255,3,6.896310,2.767113,4,"3월"
"K259050",30,59.945088,3,6.304570,7,18.603648,10.667558,4,"3월"
"K259070",37,58.152393,1,35.327292,0,0.000000,25.331694,4,"3월"
"K259080",42,65.574750,3,5.875498,8,13.849387,11.244260,4,"3월"
"K259150",43,71.891604,3,18.842558,1,4.831425,20.623408,4,"3월"
"K259170",41,77.462242,4,7.562562,3,4.681586,21.583247,4,"3월"
"K259280",17,68.568067,2,4.482905,0,0.000000,18.522127,3,"3월"
"K259290",10,45.098526,3,17.480668,0,0.000000,19.006920,3,"3월"
"K259310",10,46.451891,3,17.491654,1,2.887773,0.156151,3,"3월"
"K259450",2,44.264984,2,15.768387,2,5.756069,13.065269,2,"3월"
"K259470",13,55.995955,5,20.283206,2,6.744038,17.374062,3,"3월"
"K259670",21,74.634480,0,0.000000,12,19.129500,6.496579,4,"3월"
"K259750",4,61.744150,1,13.055599,1,1.766923,8.867779,3,"3월"
"K259780",3,54.502416,2,4.786209,3,10.132965,13.750229,3,"3월"
"K259800",15,57.943469,1,5.561538,1,7.242934,19.158686,3,"3월"
"K259870",30,52.823333,11,73.451049,0,0.000000,38.036951,3,"3월"
"K259890",18,43.875796,28,62.216589,0,0.000000,7.248294,2,"3월"
"K260000",37,60.233949,43,69.648755,0,0.000000,37.544017,3,"3월"
"K260130",27,67.430027,9,65.091083,2,7.606320,9.123657,3,"3월"
"K260330",9,61.157403,43,76.004865,0,0.000000,29.374487,3,"3월"
"K260340",16,65.683332,32,64.841238,3,6.362488,41.243707,3,"3월"
"K260420",7,46.331186,2,65.389732,1,3.076440,25.823467,2,"3월"
"K260490",3,46.746142,1,45.639221,3,12.346431,0.068560,2,"3월"
"K260500",14,67.426326,46,76.002482,0,0.000000,0.469799,3,"3월"
"K260560",4,40.833215,6,50.213818,3,6.779260,20.332953,2,"3월"
"K260750",10,18.475015,15,52.799153,7,13.785925,16.306321,0,"3월"
"K260770",7,12.781753,44,69.234497,7,13.970395,15.974583,0,"3월"
"K260790",10,20.119816,8,32.513010,6,14.152722,13.090901,0,"3월"
"K260870",15,35.328821,10,23.536371,5,20.479069,18.881571,0,"3월"
"K260930",24,39.072852,18,43.212714,8,20.094610,25.701776,1,"3월"
"K261110",32,54.321000,13,70.788840,1,10.673600,23.017587,2,"3월"
"K261220",19,46.677189,8,53.362413,1,2.586545,25.683942,0,"3월"
"K261250",15,36.033598,13,46.445903,1,2.105860,27.341565,0,"3월"
"K261310",13,21.876458,2,51.505254,5,10.301051,26.435422,0,"3월"
"K261330",1,3.123658,15,80.434183,0,0.000000,28.218438,0,"3월"
"K261340",21,51.446000,15,49.289881,1,3.677102,22.336068,0,"3월"
"K261430",10,16.570829,57,94.358356,1,7.748949,34.614776,0,"3월"
"K261470",6,10.974298,43,69.297379,3,20.444054,26.172474,0,"3월"
"K261750",30,52.421453,20,55.026893,3,16.570598,29.741383,2,"3월"
"K261780",13,37.871328,6,61.056758,1,7.172600,31.704991,0,"3월"
"K261860",8,15.019666,9,73.344209,1,2.521550,29.500665,0,"3월"
"K261950",11,26.663738,18,52.696382,0,0.000000,19.142223,0,"3월"
"K262110",15,28.401461,27,50.986665,0,0.000000,16.389667,1,"3월"
"K262230",6,13.575659,35,75.706594,0,0.000000,18.014954,0,"3월"
"K262250",0,0.000000,21,55.659140,2,6.415715,25.730828,0,"3월"
"K262370",4,8.862168,12,64.105776,1,3.174920,24.546645,0,"3월"
"K262470",9,21.105000,4,75.292088,0,0.000000,24.287776,0,"3월"
"K262540",21,48.242931,25,69.282539,0,0.000000,21.492525,0,"3월"
"K262590",6,11.678945,28,64.151370,3,12.672898,14.665869,0,"3월"
"K262810",15,29.341521,24,80.812674,0,0.000000,24.462449,1,"3월"
"K262870",9,19.663694,33,58.573514,0,0.986981,21.470029,0,"3월"
"K262900",27,44.722480,15,41.999524,0,0.000000,18.248599,1,"3월"
"K262950",13,34.161674,4,63.884022,0,0.000000,15.347676,2,"3월"
"K262960",5,11.065180,29,54.585622,2,7.558609,23.090758,0,"3월"
"K263070",0,0.000000,14,72.173458,1,8.435648,17.267053,0,"3월"
"K263230",12,21.169663,4,18.901485,0,0.000000,15.933040,0,"3월"
"K263290",16,30.399923,1,29.391968,0,0.000000,14.040562,0,"3월"
"K263370",18,42.164063,14,40.708511,3,5.321374,19.055674,0,"3월"
"K263500",23,46.074973,7,43.236679,3,13.324213,18.059020,1,"3월"
"K263580",10,20.672471,32,88.510288,0,0.000000,22.732872,0,"3월"
"K263860",22,40.754414,20,40.482200,1,6.934991,16.386001,1,"3월"
"K263910",12,20.205835,7,59.955019,3,6.956107,23.973103,0,"3월"
"K264120",23,48.003790,16,35.075089,18,27.134312,25.794569,0,"3월"
"K264340",12,34.001775,32,49.642592,5,10.064525,18.887316,0,"3월"
"K264360",14,29.064509,13,40.666873,1,15.938602,23.557664,0,"3월"
"K264440",22,40.410360,7,71.152650,7,11.406150,21.381592,1,"3월"
"K264490",10,21.293092,23,73.444086,2,15.485885,24.330479,0,"3월"
"K264820",7,17.046502,46,77.463017,6,9.508933,31.278676,0,"3월"
"K264830",25,43.959725,25,54.079166,0,0.000000,25.511381,0,"3월"
"K264990",27,47.329656,1,43.887499,2,6.131342,18.361067,0,"3월"
"K265100",8,13.600616,9,74.063221,3,15.574402,18.847067,0,"3월"
"K265160",7,18.093624,34,103.859782,2,8.808738,22.822218,0,"3월"
"K265200",12,19.754280,47,86.072220,4,11.183640,30.750916,1,"3월"
"K265290",8,15.929273,40,62.457378,0,0.000000,20.605427,0,"3월"
"K265360",11,22.397400,14,41.922090,0,0.000000,20.478505,0,"3월"
"K265380",11,23.474864,41,85.415967,7,13.558090,33.803144,0,"3월"
"K265420",8,14.527880,16,71.629442,0,0.000000,20.597494,0,"3월"
"K265550",5,10.268856,12,60.947562,0,0.000000,16.348154,0,"3월"
"K265750",13,33.252026,31,62.815888,4,13.367159,24.068368,0,"3월"
"K265760",9,24.200979,33,63.966903,0,0.000000,21.864547,0,"3월"
"K265830",7,19.092360,31,79.243035,1,3.571700,28.296596,0,"3월"
"K265900",9,17.680759,6,63.752738,5,12.750548,19.699231,0,"3월"
"K266290",13,25.999110,5,95.965604,2,2.888790,19.430805,0,"3월"
"K266300",16,29.330829,21,37.774552,7,10.962027,16.983253,0,"3월"
"K266430",17,42.581827,15,49.187318,1,0.000000,25.413066,0,"3월"
"K266460",14,27.002304,40,83.482123,1,12.038527,20.947398,0,"3월"
"K266480",7,17.026020,18,53.121182,1,3.972738,24.076641,0,"3월"
"K266700",15,25.276212,22,39.351593,6,17.842032,18.149455,0,"3월"
"K266780",6,21.901363,15,37.452852,1,2.205346,20.146642,0,"3월"
"K266900",4,17.796824,38,70.242773,1,5.170027,26.244852,0,"3월"
"K266970",2,18.196414,6,44.720001,6,10.280460,17.199735,0,"3월"
"K267010",2,12.643344,43,79.216704,5,11.748240,24.161091,0,"3월"
"K267050",12,36.336019,31,61.311039,0,0.000000,22.216502,1,"3월"
"K267090",2,23.600780,20,38.586051,0,0.000000,14.911092,0,"3월"
"K267210",2,12.547206,11,68.591393,1,3.186592,25.538589,0,"3월"
"K267270",3,32.083582,17,62.978882,1,2.885825,16.563445,1,"3월"
"K267420",1,7.504488,16,63.788148,0,0.000000,20.098057,0,"3월"
"K267430",3,11.622179,12,41.213400,0,8.737241,19.423597,0,"3월"
"K267500",0,0.000000,6,53.597057,5,9.386387,20.107379,0,"3월"
"K267510",1,13.829756,12,42.706984,5,22.353757,16.270867,0,"3월"
"K267550",7,47.421864,26,49.792957,0,0.000000,24.925158,0,"3월"
"K267660",15,48.923650,8,56.208890,1,20.730360,30.374993,0,"3월"
"K267670",7,42.644686,36,58.576279,3,8.182389,22.588268,1,"3월"
"K267710",4,21.503508,7,38.003315,0,0.000000,14.146132,0,"3월"
"K267720",4,14.952217,14,46.166025,6,10.137096,20.127094,0,"3월"
"K267770",4,38.601464,20,52.869797,10,18.471866,22.293354,0,"3월"
"K267870",7,25.976007,13,90.860756,0,0.000000,25.289581,0,"3월"
"K267990",7,57.734139,7,47.034785,11,18.962222,27.978902,2,"3월"
"K268290",3,13.683589,41,67.578462,4,7.639304,21.767388,0,"3월"
"K268520",1,33.998092,16,30.822871,2,3.949664,17.569094,0,"3월"
"K268540",5,21.161524,16,63.530775,3,7.115447,25.314780,0,"3월"
"K268730",1,12.061698,39,73.795661,0,0.000000,24.858040,0,"3월"
"K268760",2,24.376997,4,33.076915,1,5.943508,16.518175,0,"3월"
"K268800",15,52.219500,6,62.141205,0,0.000000,28.109882,1,"3월"
"K268920",8,34.870513,11,20.720928,7,20.985901,19.528800,0,"3월"
"K269070",3,16.348915,20,40.916714,8,14.305301,18.197281,0,"3월"
"K269140",10,32.698344,23,35.219478,3,12.351010,22.811321,0,"3월"
"K269270",3,25.423170,23,68.264123,10,24.161715,28.925211,1,"3월"
"K269290",0,0.000000,4,42.977950,3,18.436680,18.079482,0,"3월"
"K269320",1,0.000000,8,52.209788,1,5.404740,20.182891,0,"3월"
"K269380",1,7.703951,21,67.346075,0,0.000000,16.158376,0,"3월"
"K269430",6,31.663386,33,59.382736,6,25.664008,23.652581,0,"3월"
"K269440",2,10.091169,31,47.397915,8,22.594705,22.766799,0,"3월"
"K269530",1,36.365822,19,45.457278,1,9.954791,18.953800,0,"3월"
"K269660",4,14.662703,16,55.531087,1,6.586084,21.096036,0,"3월"
"K269980",4,26.014705,32,62.875667,1,1.875668,14.223623,0,"3월"
"K270110",5,27.517673,5,20.784625,1,12.197550,17.519827,0,"3월"
"K270140",2,43.315690,24,80.314508,0,0.000000,17.737017,2,"3월"
"K270240",3,32.778136,34,75.607573,5,10.595953,20.694247,2,"3월"
"K270300",1,40.680057,25,39.180792,2,5.097501,23.883909,0,"3월"
"K270340",5,31.282090,6,31.711146,4,13.001700,18.520017,0,"3월"
"K270430",3,19.847364,3,54.405127,11,17.706962,28.089632,0,"3월"
"K270460",6,24.781411,25,86.634610,3,9.280488,18.763193,1,"3월"
"K270570",2,15.059779,36,73.439664,0,0.000000,24.527467,0,"3월"
"K270670",4,16.749169,18,28.675002,3,9.646673,18.035832,0,"3월"
"K270770",2,12.929156,20,37.041560,0,0.000000,16.899782,0,"3월"
"K270820",1,29.930999,19,45.444972,0,0.000000,13.152192,0,"3월"
"K270850",2,20.861424,13,51.400440,2,7.004016,17.948072,0,"3월"
"K271000",3,17.183040,40,71.039597,5,8.346048,20.517965,0,"3월"
"K271010",7,38.318054,25,37.785859,0,0.000000,25.448778,0,"3월"
"K271090",2,25.007811,14,65.950832,1,0.000000,21.196258,0,"3월"
"K271200",2,28.724951,8,39.995223,2,10.741342,13.944627,0,"3월"
"K271330",4,21.917214,4,34.803024,5,11.260913,18.971528,0,"3월"
"K271390",2,31.753852,0,0.000000,8,13.166231,27.784217,0,"3월"
"K271500",8,39.530416,5,37.484238,1,7.110831,23.330361,0,"3월"
"K271510",2,47.837466,33,53.034623,0,0.000000,26.848288,0,"3월"
"K271610",0,4.744970,27,52.311354,0,0.000000,13.682477,0,"3월"
"K271670",2,40.768594,17,45.906439,2,3.091061,18.137835,0,"3월"
"K271810",2,9.824256,32,62.578464,0,0.000000,17.943439,0,"3월"
"K271980",2,7.900116,21,95.873551,0,0.000000,31.449625,0,"3월"
"K272010",10,37.995118,15,61.523260,1,22.481303,28.662460,2,"3월"
"K272270",0,0.000000,45,76.968914,5,10.887760,29.653095,0,"3월"
"K272370",4,42.884239,23,43.593520,3,5.237770,26.494751,0,"3월"
"K272430",7,40.224693,21,39.482684,2,4.139629,16.917356,0,"3월"
"K272480",5,35.318074,21,52.016386,3,6.770822,19.206989,0,"3월"
"K272580",13,39.051243,3,48.454245,1,4.029858,19.784088,0,"3월"
"K272630",6,28.620710,9,35.249772,0,0.000000,20.201245,0,"3월"
"K272650",1,6.241932,59,93.837044,0,0.000000,21.393979,0,"3월"
"K272930",0,0.000000,11,63.986497,6,20.904836,21.446419,1,"3월"
"K273120",23,53.256412,35,81.571241,0,0.000000,27.023912,0,"3월"
"K273150",21,44.376958,39,82.809658,3,9.941258,18.729524,0,"3월"
"K273190",39,81.694470,25,146.991273,2,19.159998,23.553023,0,"3월"
"K273360",13,25.232934,16,108.437153,8,23.329720,24.261350,0,"3월"
"K273460",25,54.390676,34,79.578977,0,0.000000,27.917025,0,"3월"
"K273520",43,65.581171,33,83.466944,2,7.431988,21.303395,0,"3월"
"K273570",19,50.201842,6,48.461267,12,20.428852,19.586006,0,"3월"
"K273700",41,80.030052,5,102.364020,2,9.099024,26.386389,0,"3월"
"K273740",3,6.465840,9,81.631230,8,13.982379,17.058486,0,"3월"
"K273880",16,33.769893,4,90.609556,7,12.369646,21.451500,0,"3월"
"K273940",18,44.805317,20,63.658258,0,0.000000,16.539922,0,"3월"
"K273960",43,94.325755,52,87.644819,2,11.889801,19.518031,0,"3월"
"K274170",0,0.000000,24,49.299750,0,0.000000,18.495359,0,"3월"
"K274220",20,43.561808,30,68.224233,0,0.000000,20.414812,0,"3월"
"K274690",29,51.695860,4,42.423909,4,14.986501,12.829835,0,"3월"
"K274780",12,28.280784,36,112.163609,1,3.737104,29.778999,0,"3월"
"K274820",17,27.612906,3,99.922962,1,5.363658,17.824079,0,"3월"
"K274880",39,76.546253,1,0.000000,9,19.663258,29.459004,0,"3월"
"K274980",8,18.447000,32,76.219650,5,10.984350,21.323014,0,"3월"
"K275120",31,61.759243,24,68.662288,0,0.000000,20.905728,0,"3월"
"K275160",34,75.078634,30,73.209456,2,5.451768,18.069020,0,"3월"
"K275190",18,49.122630,16,101.412981,2,3.305448,19.923091,0,"3월"
"K275220",13,20.608733,28,96.982272,3,13.941202,30.210540,0,"3월"
"K275290",27,76.749319,15,98.771716,1,14.681598,25.130117,0,"3월"
"K275400",16,34.693282,23,113.956400,4,6.818333,24.448955,0,"3월"
"K275500",25,40.457819,61,107.318833,4,9.586391,15.826015,0,"3월"
"K275560",43,73.045002,52,85.288935,0,0.000000,29.408164,0,"3월"
"K275790",31,51.866179,17,82.121450,1,4.518644,26.783699,0,"3월"
"K275890",27,66.071436,44,105.018368,0,0.000000,21.473698,0,"3월"
"K276050",19,44.360952,4,40.766185,6,14.226098,17.803626,0,"3월"
"K276160",17,45.418147,53,98.820763,3,8.727612,22.163783,0,"3월"
"K276190",69,109.442308,6,116.440191,0,0.000000,25.248061,0,"3월"
"K276250",25,62.562600,29,88.213266,0,0.000000,26.483160,0,"3월"
"K276270",16,45.535710,45,91.653853,3,11.225082,18.579120,0,"3월"
"K276530",32,68.896500,56,144.083550,3,10.883650,29.724060,0,"3월"
"K276630",13,22.594320,28,75.408543,2,8.714952,22.017670,0,"3월"
"K277040",14,30.077226,9,92.792307,0,0.000000,18.625750,0,"3월"
"K277130",8,54.133274,20,59.691983,0,0.000000,22.837424,0,"3월"
"K277160",16,60.082963,0,0.000000,1,7.943661,19.079817,0,"3월"
"K277270",4,39.935048,24,104.062374,1,7.782443,15.123884,0,"3월"
"K277500",16,75.408478,60,101.958305,7,12.200139,30.723934,0,"3월"
"K277550",23,73.383618,49,76.862192,1,4.193350,24.615341,0,"3월"
"K277630",11,40.438132,23,84.670129,2,14.461319,20.160812,0,"3월"
"K277660",9,34.115866,12,121.016867,4,8.890128,21.963556,0,"3월"
"K277690",3,75.284640,54,86.193000,5,31.462800,23.548720,0,"3월"
"K277700",9,70.035275,1,56.159332,9,22.179658,31.865804,0,"3월"
"K277710",2,18.657659,67,117.269982,2,7.255756,25.855337,0,"3월"
"K277730",9,73.733400,25,86.542560,1,0.000000,24.333361,0,"3월"
"K277780",13,38.176858,18,70.093061,3,5.078573,20.940500,0,"3월"
"K277800",2,12.374460,31,137.297580,11,18.758110,24.567198,0,"3월"
"K277850",20,82.565694,12,81.704579,7,12.156912,27.951112,0,"3월"
"K277870",18,65.636118,3,70.036015,5,21.050490,19.423427,0,"3월"
"K278040",16,76.425091,26,86.917505,1,2.901832,18.768517,0,"3월"
"K278390",10,63.594160,51,83.617510,2,8.009340,20.669259,0,"3월"
"K278480",2,11.520468,64,105.495899,3,6.689304,26.392154,0,"3월"
"K278590",3,72.262642,73,116.643122,0,0.000000,14.456624,0,"3월"
"K278770",4,16.491163,65,107.008298,4,8.214871,24.188897,0,"3월"
"K279060",8,36.491738,31,58.986126,0,0.000000,13.589093,0,"3월"
"K279080",8,35.211198,13,73.536900,2,6.632740,15.537274,0,"3월"
"K279170",3,20.217373,80,122.524253,8,17.428770,24.367389,0,"3월"
"K279290",12,58.130074,10,47.996122,5,10.349568,19.380967,0,"3월"
"K279410",3,61.668230,26,60.199939,3,8.167370,18.251923,0,"3월"
"K279570",6,34.450790,77,135.829418,0,0.000000,25.029546,0,"3월"
"K279690",3,28.411249,69,118.094949,1,3.080738,23.869084,0,"3월"
"K279790",4,28.898362,69,112.789165,5,9.506040,16.030846,0,"3월"
"K280010",2,31.190913,46,112.451450,10,19.261757,28.054687,0,"3월"
"K280090",2,14.056376,52,124.939114,12,19.167786,19.883914,0,"3월"
"K280270",9,50.144459,10,67.920538,3,15.108192,18.940449,0,"3월"
"K280340",18,75.722902,20,81.116423,2,4.699306,27.442094,0,"3월"
"K280390",7,51.435085,48,96.386390,5,17.232059,20.391090,0,"3월"
"K280480",18,81.207490,42,111.422849,0,0.000000,29.532805,0,"3월"
"K280540",16,64.258742,31,74.544059,0,0.000000,27.483534,0,"3월"
"K280690",3,156.467766,55,148.008514,2,16.558937,19.534876,0,"3월"
"K280800",56,89.429422,1,7.631720,0,0.000000,8.214874,0,"3월"
"K280880",30,60.775239,18,47.226264,0,0.000000,13.015858,0,"3월"
"K280900",46,95.271360,31,61.390483,2,5.597192,29.947035,4,"3월"
"K280940",47,95.805914,1,4.443295,1,0.000000,16.725769,3,"3월"
"K280950",54,82.345217,10,26.348880,1,2.543482,20.202112,3,"3월"
"K281220",50,102.365708,1,11.970944,1,7.069455,20.821257,3,"3월"
"K281410",42,86.593799,19,74.869827,4,8.270399,28.552270,6,"3월"
"K281730",43,90.467866,16,51.948345,0,0.000000,5.853208,5,"3월"
"K281740",63,109.003369,5,9.015316,0,0.000000,26.834495,4,"3월"
"K281860",38,79.492680,0,0.000000,2,6.546456,12.756622,3,"3월"
"K281880",50,87.640430,15,30.867398,0,0.000000,12.326176,2,"3월"
"K281930",42,87.352780,5,19.683383,0,0.000000,20.825457,3,"3월"
"K281940",64,102.046720,15,33.395228,3,6.720402,7.141481,4,"3월"
"K281970",44,70.500326,6,9.465322,1,2.953056,7.129941,0,"3월"
"K282010",39,68.364727,4,14.664989,0,0.000000,17.901233,0,"3월"
"K282040",55,117.053251,3,11.375266,2,4.833014,27.727606,2,"3월"
"K282300",44,92.959495,4,9.610786,0,0.000000,1.460803,2,"3월"
"K282390",25,53.600345,12,48.074924,0,3.307735,16.612222,3,"3월"
"K282620",67,103.595319,27,48.247210,2,3.307268,13.553389,6,"3월"
"K282650",29,63.569233,1,25.136258,3,7.376945,10.826142,0,"3월"
"K282970",51,110.650752,3,8.726400,0,0.000000,12.237940,4,"3월"
"K283000",42,64.820736,39,60.619392,0,0.000000,8.228325,2,"3월"
"K283120",42,63.251807,1,5.439806,1,2.175922,6.117962,0,"3월"
"K283280",48,104.974947,3,8.997853,3,7.998091,28.712202,1,"3월"
"K283290",52,80.710846,2,64.417613,2,5.287208,11.417443,4,"3월"
"K283480",32,71.631589,4,25.565483,1,2.974600,5.043190,2,"3월"
"K283490",70,108.998505,0,0.000000,4,6.685560,27.981711,0,"3월"
"K283510",19,42.945300,10,34.957474,1,4.723983,10.356852,0,"3월"
"K283820",32,71.107891,2,7.653974,2,3.566368,10.373327,0,"3월"
"K283940",27,61.009267,16,48.888605,0,0.000000,28.059124,0,"3월"
"K284010",25,55.883015,24,47.684327,0,0.000000,5.813964,0,"3월"
"K284160",31,69.546365,36,57.132878,0,0.000000,2.313213,5,"3월"
"K284200",49,110.224778,4,48.757711,2,7.702640,28.553076,5,"3월"
"K284400",37,84.399276,13,41.001068,2,8.156932,26.380853,3,"3월"
"K284440",56,128.584098,4,20.171017,0,2.126709,24.083303,7,"3월"
"K284590",46,84.644960,0,0.000000,1,2.658656,21.461697,0,"3월"
