고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋
K235010,남,50,23/07/99,14.9,2,선불,CAT 100,이탈,BS110
K235020,여,37,31/07/99,14.633333,0,선불,CAT 100,이탈,BS110
K235030,남,16,26/07/99,14.8,2,선불,CAT 100,이탈,S50
K235040,남,33,05/08/99,14.466667,11,선불,CAT 100,이탈,BS110
K235050,남,19,25/08/99,13.8,0,선불,CAT 100,이탈,S50
K235060,여,18,28/07/99,14.733333,2,선불,CAT 100,이탈,S50
K235070,남,64,16/09/99,13.066667,0,선불,CAT 100,이탈,BS110
K235080,여,18,11/08/99,14.266667,4,선불,CAT 100,이탈,S50
K235090,여,24,08/07/99,15.4,0,선불,CAT 100,이탈,BS110
K235100,여,19,26/07/99,14.8,1,선불,CAT 100,이탈,S50
K235110,여,26,12/08/99,14.233333,1,선불,CAT 100,이탈,S50
K235120,여,18,03/10/99,12.5,1,선불,CAT 100,이탈,BS110
K235130,남,44,24/08/99,13.833333,1,선불,CAT 100,이탈,S50
K235140,남,36,08/07/99,15.4,2,선불,CAT 100,이탈,BS110
K235150,남,17,16/08/99,14.1,1,선불,CAT 100,이탈,BS110
K235160,남,40,27/07/99,14.766667,0,선불,CAT 100,이탈,S50
K235170,남,23,09/07/99,15.366667,1,선불,CAT 100,이탈,S50
K235180,남,36,04/09/99,13.466667,2,선불,CAT 100,이탈,S50
K235190,여,14,24/09/99,12.8,2,선불,CAT 100,이탈,BS110
K235200,여,18,17/09/99,13.033333,1,선불,CAT 100,이탈,S50
K235210,남,42,18/08/99,14.033333,0,선불,CAT 100,이탈,BS110
K235220,남,17,26/08/99,13.766667,1,선불,CAT 100,이탈,S50
K235230,여,29,21/07/99,14.966667,2,선불,CAT 100,이탈,S50
K235240,여,45,11/09/99,13.233333,0,선불,CAT 100,이탈,BS110
K235250,남,38,07/08/99,14.4,8,선불,CAT 100,이탈,BS110
K235260,여,41,16/08/99,14.1,1,선불,CAT 100,이탈,BS110
K235270,여,56,11/07/99,15.3,2,선불,CAT 100,이탈,BS110
K235280,남,23,08/07/99,15.4,2,선불,CAT 100,이탈,S50
K235290,남,29,20/09/99,12.933333,11,선불,CAT 100,이탈,S50
K235300,남,65,27/09/99,12.7,1,선불,CAT 100,이탈,BS110
K235310,남,29,21/08/99,13.933333,1,선불,CAT 100,이탈,S50
K235320,여,14,07/09/99,13.366667,8,선불,CAT 100,이탈,S50
K235330,여,41,06/07/99,15.466667,0,선불,CAT 100,이탈,BS110
K235340,여,17,18/08/99,14.033333,0,선불,CAT 100,이탈,BS110
K235350,여,50,25/07/99,14.833333,1,선불,CAT 100,이탈,BS110
K235360,여,21,21/09/99,12.9,10,선불,CAT 200,이탈,BS110
K235370,여,24,01/08/99,14.6,2,선불,CAT 200,이탈,S50
K235380,남,70,22/08/99,13.9,2,선불,CAT 200,이탈,BS110
K235390,남,42,24/07/99,14.866667,0,선불,CAT 200,이탈,S50
K235400,여,12,23/09/99,12.833333,8,선불,CAT 200,이탈,S50
K235410,여,17,18/07/99,15.066667,0,선불,CAT 200,이탈,S50
K235420,여,19,21/08/99,13.933333,1,선불,CAT 200,이탈,S50
K235430,남,45,07/08/99,14.4,1,선불,CAT 200,이탈,S50
K235440,여,21,22/07/99,14.933333,2,선불,CAT 200,이탈,S50
K235450,남,41,26/07/99,14.8,1,선불,CAT 200,이탈,BS110
K235460,남,15,05/09/99,13.433333,2,선불,CAT 200,이탈,S50
K235470,여,30,15/09/99,13.1,2,선불,CAT 200,이탈,S50
K235480,여,38,26/07/99,14.8,1,선불,CAT 200,이탈,S50
K235490,남,46,28/07/99,14.733333,2,선불,CAT 200,이탈,S50
K235500,남,50,13/07/99,15.233333,1,선불,CAT 200,이탈,S50
K235510,여,49,11/07/99,15.3,1,선불,CAT 200,이탈,S50
K235520,여,20,07/08/99,14.4,2,선불,CAT 200,이탈,S50
K235530,남,43,19/07/99,15.033333,10,선불,CAT 200,이탈,S50
K235540,여,39,28/07/99,14.733333,2,선불,CAT 200,이탈,S50
K235550,남,17,14/08/99,14.166667,0,선불,CAT 200,이탈,BS110
K235560,여,17,10/09/99,13.266667,0,선불,CAT 200,이탈,BS110
K235570,남,15,24/07/99,14.866667,0,선불,CAT 200,이탈,BS110
K235580,여,43,09/08/99,14.333333,1,선불,CAT 200,이탈,BS110
K235590,여,21,16/09/99,13.066667,0,선불,CAT 200,이탈,S50
K235600,여,12,19/09/99,12.966667,0,선불,CAT 200,이탈,BS110
K235610,남,56,25/08/99,13.8,3,선불,CAT 200,이탈,S50
K235620,남,18,09/09/99,13.3,9,선불,CAT 200,이탈,BS110
K235630,여,44,27/08/99,13.733333,2,선불,CAT 200,이탈,S50
K235640,남,13,12/07/99,15.266667,2,선불,CAT 200,이탈,BS110
K235650,여,30,18/08/99,14.033333,1,선불,CAT 200,이탈,S50
K235660,남,23,09/09/99,13.3,2,선불,CAT 200,이탈,BS110
K235670,여,17,12/07/99,15.266667,8,선불,CAT 200,이탈,BS110
K235680,남,12,07/08/99,14.4,1,선불,CAT 200,이탈,S50
K235690,남,31,15/07/99,15.166667,0,선불,CAT 200,이탈,S50
K235700,남,42,14/08/99,14.166667,1,선불,CAT 200,이탈,BS110
K235710,여,23,20/07/99,15,11,선불,CAT 200,이탈,BS110
K235720,여,14,18/09/99,13,1,선불,CAT 200,이탈,S50
K235730,남,33,27/07/99,14.766667,1,선불,CAT 200,유지,BS110
K235740,남,31,14/08/99,14.166667,2,선불,CAT 200,이탈,BS110
K235750,여,31,10/07/99,15.333333,1,선불,CAT 200,유지,BS110
K235760,남,45,04/08/99,14.5,1,선불,CAT 200,이탈,BS110
K235770,남,14,22/08/99,13.9,2,선불,CAT 200,이탈,S50
K235780,남,15,10/08/99,14.3,1,선불,CAT 200,이탈,BS110
K235790,남,53,06/07/99,15.466667,2,선불,CAT 200,이탈,S50
K235800,여,19,31/08/99,13.6,0,선불,CAT 200,이탈,S50
K235810,남,34,06/07/99,15.466667,0,선불,CAT 200,이탈,BS110
K235820,남,63,01/09/99,13.566667,2,선불,CAT 200,이탈,BS110
K235830,여,28,26/09/99,12.733333,0,선불,CAT 200,이탈,S50
K235840,여,31,16/08/99,14.1,2,선불,CAT 200,이탈,S50
K235850,남,17,24/08/99,13.833333,2,선불,CAT 200,이탈,S50
K235860,남,31,07/09/99,13.366667,0,선불,CAT 200,이탈,BS110
K235870,여,35,14/09/99,13.133333,8,선불,CAT 200,이탈,BS110
K235880,남,33,18/08/99,14.033333,2,선불,CAT 200,이탈,S50
K235890,여,17,18/07/99,15.066667,4,선불,CAT 200,이탈,BS110
K235900,남,27,22/08/99,13.9,2,선불,CAT 200,이탈,BS110
K235910,여,57,21/09/99,12.9,1,선불,CAT 200,이탈,BS110
K235920,남,25,22/08/99,13.9,2,선불,CAT 200,이탈,BS110
K235930,남,24,22/09/99,12.866667,11,선불,CAT 200,이탈,BS110
K235940,여,42,12/09/99,13.2,3,선불,CAT 200,이탈,S50
K235950,여,29,28/09/99,12.666667,6,선불,CAT 200,이탈,BS110
K235960,여,24,14/08/99,14.166667,0,선불,CAT 200,이탈,S50
K235970,남,37,26/08/99,13.766667,1,선불,CAT 200,이탈,S50
K235980,남,30,25/09/99,12.766667,1,선불,CAT 200,이탈,BS110
K235990,여,28,28/09/99,12.666667,0,선불,CAT 200,이탈,S50
K236000,남,15,21/07/99,14.966667,11,선불,CAT 200,이탈,S50
K236010,여,17,14/08/99,14.166667,3,선불,CAT 200,유지,BS110
K236020,남,63,23/08/99,13.866667,1,선불,CAT 200,이탈,BS110
K236030,여,39,10/07/99,15.333333,0,선불,CAT 200,이탈,S50
K236040,여,49,07/09/99,13.366667,7,선불,CAT 200,이탈,S50
K236050,여,13,04/08/99,14.5,9,선불,CAT 200,이탈,BS110
K236060,남,16,19/07/99,15.033333,1,선불,CAT 200,이탈,S50
K236070,여,20,10/09/99,13.266667,11,선불,CAT 200,이탈,BS110
K236080,여,34,23/07/99,14.9,0,선불,CAT 200,이탈,S50
K236090,여,26,13/07/99,15.233333,2,선불,CAT 200,이탈,BS110
K236100,남,27,22/07/99,14.933333,0,선불,CAT 200,이탈,S50
K236110,여,14,24/09/99,12.8,8,선불,CAT 200,이탈,BS110
K236120,남,43,12/09/99,13.2,0,선불,CAT 200,이탈,BS110
K236130,남,26,26/07/99,14.8,0,선불,CAT 200,이탈,S50
K236140,남,23,23/07/99,14.9,0,선불,CAT 200,이탈,BS110
K236150,남,18,12/07/99,15.266667,1,선불,CAT 200,이탈,BS110
K236160,남,30,18/09/99,13,1,선불,CAT 200,이탈,S50
K236170,남,22,07/08/99,14.4,2,선불,CAT 200,이탈,BS110
K236180,여,25,22/08/99,13.9,0,선불,CAT 200,이탈,S50
K236190,남,35,11/07/99,15.3,0,선불,CAT 200,이탈,S50
K236200,남,43,07/08/99,14.4,4,선불,CAT 200,이탈,BS110
K236210,남,23,09/08/99,14.333333,1,선불,CAT 200,유지,S50
K236220,남,57,10/07/99,15.333333,0,선불,CAT 200,이탈,S50
K236230,남,22,13/07/99,15.233333,0,선불,CAT 200,이탈,BS110
K236240,남,18,22/09/99,12.866667,0,선불,CAT 200,이탈,BS110
K236250,남,30,25/07/99,14.833333,2,선불,CAT 200,이탈,S50
K236260,남,27,06/09/99,13.4,2,선불,CAT 200,이탈,BS110
K236270,여,14,09/09/99,13.3,1,선불,CAT 200,유지,BS110
K236280,남,33,25/08/99,13.8,0,선불,CAT 200,이탈,BS110
K236290,남,16,17/07/99,15.1,1,선불,CAT 200,이탈,BS110
K236300,남,16,21/08/99,13.933333,2,선불,CAT 200,유지,BS110
K236310,여,16,07/09/99,13.366667,0,선불,CAT 200,이탈,BS110
K236320,남,38,14/07/99,15.2,0,선불,CAT 200,이탈,S50
K236330,남,13,19/07/99,15.033333,1,선불,CAT 200,이탈,S50
K236340,남,39,20/09/99,12.933333,2,선불,CAT 200,이탈,S50
K236350,여,52,03/09/99,13.5,2,선불,CAT 200,이탈,BS110
K236360,여,20,14/07/99,15.2,2,선불,CAT 200,이탈,BS110
K236370,남,36,11/07/99,15.3,3,선불,CAT 200,이탈,S50
K236380,남,31,01/10/99,12.566667,0,선불,CAT 200,이탈,S50
K236390,남,51,11/09/99,13.233333,2,선불,CAT 200,이탈,BS110
K236400,남,52,21/09/99,12.9,1,선불,CAT 200,이탈,S50
K236410,남,34,23/07/99,14.9,1,선불,CAT 200,이탈,BS110
K236420,여,56,09/08/99,14.333333,8,선불,CAT 200,유지,BS110
K236430,남,15,10/08/99,14.3,0,선불,CAT 200,유지,BS110
K236440,여,36,11/07/99,15.3,2,선불,CAT 200,이탈,S50
K236450,남,17,31/07/99,14.633333,8,선불,CAT 200,이탈,BS110
K236460,여,19,28/09/99,12.666667,2,선불,CAT 200,이탈,BS110
K236470,남,20,22/09/99,12.866667,0,선불,CAT 200,이탈,S50
K236480,남,22,23/09/99,12.833333,9,선불,CAT 200,이탈,S50
K236490,남,15,22/08/99,13.9,6,선불,CAT 200,이탈,S50
K236500,여,15,13/07/99,15.233333,0,선불,CAT 200,이탈,S50
K236510,남,36,06/07/99,15.466667,9,선불,CAT 200,이탈,BS110
K236520,남,37,24/07/99,14.866667,1,선불,CAT 200,이탈,BS110
K236530,여,38,03/08/99,14.533333,3,선불,CAT 200,이탈,BS110
K236540,여,25,03/08/99,14.533333,1,선불,CAT 200,이탈,BS110
K236550,여,18,31/08/99,13.6,0,선불,CAT 200,이탈,S50
K236560,남,32,15/09/99,13.1,0,선불,CAT 200,이탈,S50
K236570,남,17,31/07/99,14.633333,1,선불,CAT 200,이탈,S50
K236580,남,48,02/08/99,14.566667,2,선불,CAT 200,이탈,BS110
K236590,남,32,22/09/99,12.866667,2,선불,CAT 200,이탈,BS110
K236600,여,14,23/09/99,12.833333,1,선불,CAT 200,이탈,S50
K236610,남,17,23/09/99,12.833333,0,선불,CAT 200,이탈,BS110
K236620,남,41,09/09/99,13.3,8,선불,CAT 200,이탈,S50
K236630,남,39,21/07/99,14.966667,7,선불,CAT 200,이탈,BS110
K236640,여,48,24/09/99,12.8,2,선불,CAT 200,이탈,S50
K236650,남,21,10/08/99,14.3,2,선불,CAT 200,이탈,S50
K236660,남,15,09/09/99,13.3,2,선불,CAT 200,이탈,S50
K236670,여,19,17/09/99,13.033333,7,선불,CAT 200,이탈,S50
K236680,남,15,01/09/99,13.566667,0,선불,CAT 200,이탈,BS110
K236690,남,23,12/07/99,15.266667,2,선불,CAT 200,이탈,S50
K236700,남,40,17/08/99,14.066667,0,선불,CAT 200,이탈,BS110
K236710,여,24,19/07/99,15.033333,0,선불,CAT 200,이탈,S50
K236720,여,18,09/08/99,14.333333,9,선불,CAT 200,이탈,BS110
K236730,남,21,22/07/99,14.933333,2,선불,CAT 200,이탈,S50
K236740,남,33,23/07/99,14.9,2,선불,CAT 200,이탈,S50
K236750,여,25,25/09/99,12.766667,1,선불,CAT 200,이탈,S50
K236760,남,43,23/09/99,12.833333,6,선불,CAT 200,이탈,BS110
K236770,남,39,20/08/99,13.966667,0,선불,CAT 200,이탈,S50
K236780,여,22,22/09/99,12.866667,10,선불,CAT 200,이탈,BS110
K236790,여,25,10/09/99,13.266667,0,선불,CAT 200,이탈,S50
K236800,남,53,11/09/99,13.233333,2,선불,CAT 200,이탈,S50
K236810,여,44,15/07/99,15.166667,1,선불,CAT 200,유지,BS110
K236820,여,17,25/07/99,14.833333,11,선불,CAT 200,이탈,S50
K236830,여,39,17/08/99,14.066667,2,선불,CAT 200,이탈,S50
K236840,여,37,11/08/99,14.266667,1,선불,CAT 200,이탈,BS110
K236850,여,26,20/08/99,13.966667,1,선불,CAT 200,이탈,S50
K236860,남,20,25/09/99,12.766667,0,선불,CAT 200,이탈,BS110
K236870,여,43,08/07/99,15.4,2,선불,CAT 200,이탈,BS110
K236880,남,14,13/08/99,14.2,2,선불,CAT 200,이탈,BS110
K236890,남,23,16/07/99,15.133333,2,선불,CAT 200,이탈,BS110
K236900,여,33,21/09/99,12.9,2,선불,CAT 200,이탈,BS110
K236910,여,32,17/08/99,14.066667,1,선불,CAT 200,이탈,BS110
K236920,남,39,06/07/99,15.466667,1,선불,CAT 200,이탈,S50
K236930,남,18,13/09/99,13.166667,10,선불,CAT 200,유지,BS110
K236940,여,60,14/07/99,15.2,1,선불,CAT 200,이탈,S50
K236950,여,38,28/07/99,14.733333,8,선불,CAT 200,이탈,BS110
K236960,남,29,22/09/99,12.866667,1,선불,CAT 200,이탈,S50
K236970,남,41,13/09/99,13.166667,2,선불,CAT 200,이탈,S50
K236980,여,17,05/09/99,13.433333,2,선불,CAT 200,이탈,BS110
K236990,여,32,24/09/99,12.8,11,선불,CAT 200,이탈,S50
K237000,남,26,04/08/99,14.5,1,선불,CAT 200,이탈,BS110
K237010,여,41,20/07/99,15,4,선불,CAT 200,이탈,BS110
K237020,남,39,12/07/99,15.266667,2,선불,CAT 200,이탈,BS110
K237030,여,30,13/07/99,15.233333,2,선불,CAT 200,이탈,BS110
K237040,남,17,17/09/99,13.033333,1,선불,CAT 200,이탈,S50
K237050,여,62,07/08/99,14.4,7,선불,CAT 200,이탈,BS110
K237060,여,19,27/08/99,13.733333,2,선불,CAT 200,이탈,S50
K237070,남,14,15/09/99,13.1,0,선불,CAT 200,이탈,S50
K237080,여,22,06/08/99,14.433333,11,선불,CAT 200,이탈,BS110
K237090,남,28,01/08/99,14.6,4,선불,CAT 200,이탈,S50
K237100,여,66,20/09/99,12.933333,1,선불,CAT 200,유지,BS110
K237110,남,34,25/08/99,13.8,5,선불,CAT 200,이탈,S50
K237120,여,28,08/09/99,13.333333,10,선불,CAT 200,이탈,S50
K237130,여,20,06/09/99,13.4,0,선불,CAT 200,이탈,S50
K237140,여,18,13/09/99,13.166667,2,선불,CAT 200,이탈,S50
K237150,남,31,24/08/99,13.833333,1,선불,CAT 200,이탈,BS110
K237160,남,49,17/07/99,15.1,1,선불,CAT 200,이탈,S50
K237170,남,31,24/09/99,12.8,2,선불,CAT 200,이탈,BS110
K237180,여,51,03/10/99,12.5,0,선불,CAT 200,이탈,BS110
K237190,여,38,16/09/99,13.066667,10,선불,CAT 200,이탈,BS110
K237200,여,30,03/10/99,12.5,1,선불,CAT 200,이탈,BS110
K237210,여,38,15/07/99,15.166667,0,선불,CAT 200,이탈,S50
K237220,여,48,24/09/99,12.8,1,선불,CAT 200,이탈,S50
K237230,여,43,25/09/99,12.766667,4,선불,CAT 200,이탈,BS110
K237240,여,20,13/08/99,14.2,2,선불,CAT 200,이탈,S50
K237250,남,34,18/09/99,13,0,선불,CAT 200,유지,BS110
K237260,남,14,31/07/99,14.633333,1,선불,CAT 200,이탈,BS110
K237270,남,49,22/07/99,14.933333,2,선불,CAT 200,이탈,BS110
K237280,남,45,21/09/99,12.9,2,선불,CAT 200,이탈,S50
K237290,여,45,10/09/99,13.266667,2,선불,CAT 200,이탈,S50
K237300,남,23,06/09/99,13.4,1,선불,CAT 200,이탈,S50
K237310,남,47,15/09/99,13.1,2,선불,CAT 200,유지,S50
K237320,여,57,22/08/99,13.9,0,선불,CAT 200,이탈,S50
K237330,여,28,22/07/99,14.933333,1,선불,CAT 200,이탈,BS110
K237340,남,16,14/08/99,14.166667,0,선불,CAT 200,이탈,BS110
K237350,남,22,18/08/99,14.033333,0,선불,CAT 200,이탈,BS110
K237360,여,27,04/08/99,14.5,2,선불,CAT 200,이탈,S50
K237370,남,27,19/08/99,14,1,선불,CAT 200,이탈,S50
K237380,남,34,18/07/99,15.066667,7,선불,CAT 200,이탈,BS110
K237390,남,12,01/10/99,12.566667,1,선불,CAT 200,이탈,BS110
K237400,남,38,17/08/99,14.066667,9,선불,CAT 200,이탈,S50
K237410,여,25,10/07/99,15.333333,0,선불,CAT 200,이탈,BS110
K237420,남,13,24/08/99,13.833333,8,선불,CAT 200,이탈,S50
K237430,여,23,02/10/99,12.533333,1,선불,CAT 200,이탈,BS110
K237440,남,29,31/08/99,13.6,1,선불,CAT 200,이탈,S50
K237450,남,39,25/08/99,13.8,0,선불,CAT 200,이탈,BS110
K237460,여,22,13/07/99,15.233333,0,선불,CAT 200,이탈,BS110
K237470,여,41,25/09/99,12.766667,0,선불,CAT 200,이탈,S50
K237480,여,24,11/09/99,13.233333,0,선불,CAT 200,이탈,BS110
K237490,남,57,06/08/99,14.433333,10,선불,CAT 200,이탈,BS110
K237500,여,21,23/07/99,14.9,11,선불,CAT 200,이탈,BS110
K237510,여,42,24/07/99,14.866667,0,선불,CAT 200,이탈,BS110
K237520,남,12,05/08/99,14.466667,2,선불,CAT 200,유지,BS110
K237530,남,20,07/08/99,14.4,0,선불,CAT 200,이탈,BS110
K237540,여,40,18/09/99,13,2,선불,CAT 200,이탈,S50
K237550,남,48,20/07/99,15,0,선불,CAT 200,이탈,S50
K237560,여,45,12/07/99,15.266667,7,선불,CAT 200,이탈,BS110
K237570,남,35,19/09/99,12.966667,1,선불,CAT 200,이탈,BS110
K237580,여,43,20/08/99,13.966667,1,선불,CAT 200,이탈,S50
K237590,남,28,20/07/99,15,0,선불,CAT 200,이탈,S50
K237600,남,21,04/08/99,14.5,6,선불,CAT 200,이탈,S50
K237610,남,31,05/09/99,13.433333,1,선불,CAT 200,이탈,S50
K237620,남,19,14/07/99,15.2,1,선불,CAT 200,이탈,BS110
K237630,남,28,10/07/99,15.333333,10,선불,CAT 200,이탈,S50
K237640,여,28,07/09/99,13.366667,0,선불,CAT 200,이탈,BS110
K237650,남,30,11/09/99,13.233333,0,선불,CAT 200,이탈,BS110
K237660,남,16,23/09/99,12.833333,1,선불,CAT 200,이탈,BS110
K237670,남,53,19/07/99,15.033333,0,선불,CAT 200,이탈,S50
K237680,남,34,04/08/99,14.5,1,선불,CAT 200,이탈,BS110
K237690,여,13,16/09/99,13.066667,2,선불,CAT 200,이탈,S50
K237700,여,25,26/08/99,13.766667,2,선불,CAT 200,이탈,BS110
K237710,남,23,15/08/99,14.133333,11,선불,CAT 200,유지,S50
K237720,여,33,14/09/99,13.133333,2,선불,CAT 200,이탈,S50
K237730,남,16,13/07/99,15.233333,1,선불,CAT 200,이탈,BS110
K237740,남,26,14/09/99,13.133333,1,선불,CAT 200,이탈,BS110
K237750,여,25,22/07/99,14.933333,2,선불,CAT 200,이탈,BS110
K237760,남,34,25/09/99,12.766667,2,선불,CAT 200,이탈,S50
K237770,남,35,27/08/99,13.733333,2,선불,CAT 200,이탈,S50
K237780,남,65,03/10/99,12.5,0,선불,CAT 200,이탈,S50
K237790,남,44,10/07/99,15.333333,1,선불,CAT 200,이탈,BS110
K237800,남,24,11/09/99,13.233333,2,선불,CAT 200,이탈,S50
K237810,남,30,25/08/99,13.8,0,선불,CAT 200,이탈,S50
K237820,남,15,19/09/99,12.966667,2,선불,CAT 200,이탈,S50
K237830,남,40,27/09/99,12.7,0,선불,CAT 200,이탈,BS110
K237840,남,61,03/09/99,13.5,2,선불,CAT 200,이탈,S50
K237850,남,30,16/07/99,15.133333,2,선불,CAT 200,이탈,S50
K237860,여,44,11/07/99,15.3,0,선불,CAT 200,이탈,BS110
K237870,남,39,24/08/99,13.833333,0,선불,CAT 200,유지,S50
K237880,남,14,07/07/99,15.433333,0,선불,CAT 200,이탈,BS110
K237890,남,31,31/07/99,14.633333,0,선불,CAT 200,이탈,BS110
K237900,남,18,02/09/99,13.533333,2,선불,CAT 200,이탈,BS110
K237910,남,22,07/08/99,14.4,1,선불,CAT 200,이탈,BS110
K237920,남,37,23/07/99,14.9,2,선불,CAT 200,이탈,BS110
K237930,남,42,27/07/99,14.766667,5,선불,CAT 200,이탈,S50
K237940,남,19,13/07/99,15.233333,2,선불,CAT 200,이탈,BS110
K237950,남,25,08/07/99,15.4,0,선불,CAT 200,이탈,BS110
K237960,여,31,23/09/99,12.833333,1,선불,CAT 200,이탈,BS110
K237970,여,40,07/08/99,14.4,1,선불,CAT 200,이탈,S50
K237980,남,21,16/07/99,15.133333,2,선불,CAT 200,이탈,BS110
K237990,남,15,21/09/99,12.9,9,선불,CAT 200,이탈,BS110
K238000,남,21,21/09/99,12.9,0,선불,CAT 200,이탈,S50
K238010,남,24,02/08/99,14.566667,2,선불,CAT 200,이탈,BS110
K238020,남,52,17/07/99,15.1,2,선불,CAT 200,이탈,S50
K238030,남,23,22/09/99,12.866667,11,선불,CAT 200,이탈,BS110
K238040,남,46,27/08/99,13.733333,2,선불,CAT 200,이탈,S50
K238050,여,15,02/08/99,14.566667,2,선불,CAT 200,이탈,BS110
K238060,여,23,10/09/99,13.266667,2,선불,CAT 200,이탈,S50
K238070,남,25,09/07/99,15.366667,0,선불,CAT 200,이탈,S50
K238080,여,31,03/09/99,13.5,1,선불,CAT 200,이탈,BS110
K238090,여,12,06/08/99,14.433333,0,선불,CAT 200,이탈,S50
K238100,남,20,18/07/99,15.066667,1,선불,CAT 200,이탈,S50
K238110,여,37,28/09/99,12.666667,0,선불,CAT 200,이탈,S50
K238120,남,34,10/08/99,14.3,2,선불,CAT 200,이탈,S50
K238130,여,42,13/08/99,14.2,1,선불,CAT 200,이탈,S50
K238140,남,37,26/07/99,14.8,2,선불,CAT 200,이탈,BS110
K238150,여,40,23/08/99,13.866667,0,선불,CAT 200,이탈,BS110
K238160,남,20,24/07/99,14.866667,0,선불,CAT 200,이탈,S50
K238170,여,22,16/08/99,14.1,0,선불,CAT 200,이탈,BS110
K238180,여,26,21/08/99,13.933333,0,선불,CAT 200,이탈,S50
K238190,남,44,21/07/99,14.966667,10,선불,CAT 200,이탈,S50
K238200,여,56,25/07/99,14.833333,1,선불,CAT 200,이탈,S50
K238210,남,23,23/08/99,13.866667,10,선불,CAT 200,이탈,BS110
K238220,여,39,20/08/99,13.966667,1,선불,CAT 200,이탈,S50
K238230,여,16,21/08/99,13.933333,0,선불,CAT 200,이탈,S50
K238240,남,35,21/09/99,12.9,2,선불,CAT 200,이탈,S50
K238250,남,68,07/09/99,13.366667,1,선불,CAT 200,이탈,BS110
K238260,여,14,08/09/99,13.333333,1,선불,CAT 200,이탈,S50
K238270,여,55,01/09/99,13.566667,2,선불,CAT 200,이탈,S50
K238280,남,40,15/08/99,14.133333,1,선불,CAT 50,이탈,S50
K238290,남,32,08/07/99,15.4,2,선불,CAT 50,이탈,BS110
K238300,남,53,07/07/99,15.433333,1,선불,CAT 50,이탈,S50
K238310,남,18,01/09/99,13.566667,0,선불,CAT 50,이탈,S50
K238320,여,15,12/08/99,14.233333,2,선불,CAT 50,이탈,S50
K238330,남,32,17/09/99,13.033333,1,선불,CAT 50,이탈,S50
K238340,여,23,17/07/99,15.1,1,선불,CAT 50,이탈,S50
K238350,여,22,25/07/99,14.833333,0,선불,CAT 50,이탈,BS110
K238360,여,28,12/08/99,14.233333,0,선불,CAT 50,이탈,S50
K238370,남,23,24/07/99,14.866667,9,선불,CAT 50,유지,S50
K238380,남,28,24/08/99,13.833333,0,선불,CAT 50,이탈,BS110
K238390,여,52,15/08/99,14.133333,1,선불,CAT 50,이탈,S50
K238400,남,23,19/07/99,15.033333,6,선불,CAT 50,이탈,S50
K238410,남,53,22/07/99,14.933333,8,선불,CAT 50,이탈,S50
K238420,남,35,26/07/99,14.8,0,선불,CAT 50,이탈,BS110
K238430,남,25,25/07/99,14.833333,2,선불,CAT 50,이탈,S50
K238440,남,41,23/08/99,13.866667,6,선불,CAT 50,이탈,BS110
K238450,여,20,11/09/99,13.233333,2,선불,CAT 50,이탈,BS110
K238460,남,36,06/08/99,14.433333,2,선불,CAT 50,이탈,BS110
K238470,여,39,18/08/99,14.033333,0,선불,CAT 50,이탈,S50
K238480,남,15,21/08/99,13.933333,0,선불,CAT 50,이탈,BS110
K238490,여,47,13/07/99,15.233333,0,선불,CAT 50,이탈,BS110
K238500,여,18,07/09/99,13.366667,1,선불,CAT 50,이탈,BS110
K238510,남,22,21/07/99,14.966667,0,선불,CAT 50,이탈,BS110
K238520,남,25,27/08/99,13.733333,8,선불,CAT 50,이탈,BS110
K238530,남,47,22/07/99,14.933333,9,선불,CAT 50,이탈,S50
K238540,여,19,04/09/99,13.466667,1,선불,CAT 50,이탈,BS110
K238550,여,19,05/08/99,14.466667,2,선불,CAT 50,이탈,S50
K238560,남,21,27/07/99,14.766667,11,선불,CAT 50,이탈,BS110
K238570,여,19,02/10/99,12.533333,1,선불,CAT 50,이탈,BS110
K238580,남,29,01/08/99,14.6,10,선불,CAT 50,이탈,S50
K238590,여,49,20/08/99,13.966667,0,선불,CAT 50,이탈,BS110
K238600,여,35,21/08/99,13.933333,2,선불,CAT 50,이탈,S50
K238610,남,35,25/09/99,12.766667,2,선불,CAT 50,이탈,S50
K238620,남,33,09/09/99,13.3,0,선불,CAT 50,이탈,S50
K238630,여,13,24/07/99,14.866667,0,선불,CAT 50,이탈,BS110
K238640,남,31,09/07/99,15.366667,1,선불,CAT 50,이탈,BS110
K238650,여,24,23/07/99,14.9,0,선불,CAT 50,이탈,BS110
K238660,여,45,19/08/99,14,2,선불,CAT 50,이탈,S50
K238670,남,44,02/10/99,12.533333,10,선불,CAT 50,이탈,BS110
K238680,여,41,03/08/99,14.533333,1,선불,CAT 50,이탈,S50
K238690,남,28,13/08/99,14.2,1,선불,CAT 50,이탈,S50
K238700,여,54,16/07/99,15.133333,2,선불,CAT 50,이탈,BS110
K238710,남,22,19/08/99,14,11,선불,CAT 50,이탈,S50
K238720,여,13,10/08/99,14.3,2,선불,CAT 50,이탈,S50
K238730,여,16,07/09/99,13.366667,1,선불,CAT 50,이탈,BS110
K238740,여,30,10/08/99,14.3,1,선불,CAT 50,이탈,BS110
K238750,남,52,12/07/99,15.266667,1,선불,CAT 50,유지,S50
K238760,여,45,24/07/99,14.866667,0,선불,CAT 50,이탈,BS110
