Customer_ID,Gender,Age,Connect_Date,L_O_S,Dropped_Calls,Pay Method,tariff,Churn,Handset,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,Nat_call_cost_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Usage_Band,Mins_charge,call_cost_per_min,actual call cost,Total_call_cost,Total_Cost,Tariff_OK,average cost min,Group
K130130,F,31,08/08/97,38.700000,0,Pre Pay,CAT 200,Churned,ASAD90,370,1054.800000,12,45.600000,10,34.000000,243.528646,0.000000,2.850811,3.800000,3.400000,392,1134.400000,2.893878,1377.928646,Med,-65.600000,9.649154,0.000000,73.058594,223.058594,OK,0.161880,1
K136130,F,42,06/10/98,24.566667,2,Pre Pay,CAT 200,Active,ASAD170,301,1575.000000,43,361.200000,40,119.400001,530.617316,75.558020,5.232558,8.400000,2.985000,384,2055.600001,5.353125,2586.217317,High,855.600001,8.830998,75.558021,234.743216,384.743216,OK,0.148767,1
K118050,M,64,16/12/98,22.200000,0,Pre Pay,CAT 200,Active,ASAD170,528,1171.800001,228,342.600000,14,51.600000,250.275389,31.993448,2.219318,1.502632,3.685714,770,1566.000001,2.033766,1816.275390,MedHigh,366.000001,8.741379,31.993448,107.076065,257.076065,OK,0.141540,1
K130280,M,48,02/11/99,11.500000,1,Pre Pay,CAT 200,Active,ASAD170,393,771.599999,9,483.900000,43,79.500000,183.160457,10.651347,1.963359,53.766667,1.848837,445,1334.999999,3.000000,1518.160456,MedHigh,134.999999,7.889888,10.651348,65.599485,215.599485,OK,0.142014,1
K135990,F,44,28/03/99,18.800000,1,Pre Pay,CAT 200,Active,S50,154,1010.400001,20,50.700000,6,40.799999,222.723896,0.000000,6.561039,2.535000,6.800000,180,1101.900000,6.121667,1324.623896,Med,-98.100000,9.584808,0.000000,66.817169,216.817169,OK,0.163682,1
K117970,M,34,14/10/99,12.133333,0,Pre Pay,CAT 200,Churned,ASAD90,502,813.600000,128,293.100001,3,20.000000,359.203993,0.000000,1.620717,2.289844,6.666667,633,1126.700001,1.779937,1485.903994,Med,-73.299999,8.610544,0.000000,107.761198,257.761198,OK,0.173471,1
K135830,M,29,11/05/96,53.833333,2,Pre Pay,CAT 200,Active,S80,135,880.199999,28,50.400001,14,170.000000,270.455712,0.000000,6.520000,1.800000,12.142857,177,1100.600000,6.218079,1371.055712,Med,-99.400000,8.998728,0.000000,81.136714,231.136714,OK,0.168583,1
K171570,F,23,07/07/98,27.600000,0,Pre Pay,CAT 200,Churned,ASAD90,702,1208.399999,266,538.500001,13,34.200001,409.587906,48.767571,1.721368,2.024436,2.630769,981,1781.100001,1.815596,2190.687907,MedHigh,581.100001,8.392286,48.767572,171.643944,321.643944,OK,0.146823,1
K135780,F,29,31/12/98,21.700000,4,Pre Pay,CAT 200,Churned,ASAD90,401,1602.000000,11,91.500000,2,11.400000,494.056263,48.966327,3.995012,8.318182,5.700000,414,1704.900000,4.118116,2198.956263,MedHigh,504.900000,9.698223,48.966327,197.183206,347.183206,OK,0.157885,1
K135620,F,60,06/04/99,18.500000,0,Pre Pay,CAT 200,Active,ASAD170,619,1909.200000,28,127.800000,1,20.500000,455.578155,82.659666,3.084330,4.564286,20.500000,648,2057.500000,3.175154,2513.078155,High,857.500000,9.639611,82.659666,219.333112,369.333112,OK,0.146964,1
K117790,F,29,07/09/96,49.866667,1,Pre Pay,CAT 200,Active,S80,1373,2442.000000,3,48.900000,40,100.800000,341.796747,135.150680,1.778587,16.300000,2.520000,1416,2591.700000,1.830297,2933.496747,High,1391.700000,9.711193,135.150679,237.689703,387.689703,OK,0.132160,1
K236360,F,20,14/07/99,15.200000,2,Pre Pay,CAT 200,Churned,BS110,643,1063.800000,22,101.400001,22,52.000000,15.789031,1.611618,1.654432,4.609091,2.363636,687,1217.200001,1.771761,1232.989032,Med,17.200001,9.369865,1.611617,6.348326,156.348326,OK,0.126804,1
K173290,M,16,08/12/98,22.466667,0,Pre Pay,CAT 200,Active,ASAD170,297,688.200000,113,539.400000,26,40.200000,338.560290,5.230192,2.317172,4.773451,1.546154,436,1267.800000,2.907798,1606.360290,MedHigh,67.800000,7.714150,5.230194,106.798281,256.798281,OK,0.159863,1
K130400,F,44,06/01/97,45.833333,1,Pre Pay,CAT 200,Active,ASAD170,433,804.000000,266,693.300000,41,77.400000,203.914686,28.300593,1.856813,2.606391,1.887805,740,1574.700000,2.127973,1778.614686,MedHigh,374.700000,7.552867,28.300593,89.474999,239.474999,OK,0.134641,1
K115210,F,63,03/10/98,24.666667,0,Pre Pay,CAT 200,Active,ASAD170,521,936.000000,75,430.500000,3,17.000000,359.077086,15.382300,1.796545,5.740000,5.666667,599,1383.500000,2.309683,1742.577086,MedHigh,183.500000,8.382725,15.382300,123.105426,273.105426,OK,0.156725,1
K130450,M,30,03/03/96,56.133333,1,Pre Pay,CAT 200,Churned,ASAD90,490,1202.400000,24,83.700000,24,61.000000,420.367401,13.919956,2.453878,3.487500,2.541667,538,1347.100000,2.503903,1767.467401,MedHigh,147.100000,9.462920,13.919956,140.030176,290.030176,OK,0.164094,1
K173280,F,17,24/07/96,51.366667,2,Pre Pay,CAT 200,Churned,S50,443,927.600001,7,198.299999,5,37.000000,336.230955,0.000000,2.093905,28.328571,7.400000,455,1162.900000,2.555824,1499.130955,Med,-37.100000,8.988305,0.000000,100.869287,250.869286,OK,0.167343,1
K117700,M,31,11/08/99,14.266667,5,Pre Pay,CAT 200,Churned,ASAD90,919,1489.200002,217,347.400000,44,91.000000,267.356506,64.485984,1.620457,1.600922,2.068182,1180,1927.600002,1.633559,2194.956508,MedHigh,727.600002,8.862835,64.485985,144.692937,294.692937,OK,0.134259,1
K135380,M,29,14/03/99,19.266667,0,Pre Pay,CAT 200,Active,S80,177,706.199999,8,408.899999,10,20.400001,254.262570,0.000000,3.989831,51.112500,2.040000,195,1135.499999,5.823077,1389.762569,Med,-64.500001,8.109643,0.000000,76.278771,226.278771,OK,0.162818,1
K236900,F,33,21/09/99,12.900000,2,Pre Pay,CAT 200,Churned,BS110,103,654.000000,219,381.300000,4,60.000000,75.903518,0.000000,6.349515,1.741096,15.000000,326,1095.300000,3.359816,1171.203518,Med,-104.700000,7.985483,0.000000,22.771055,172.771055,OK,0.147516,1
K135340,M,26,01/02/99,20.633333,2,Pre Pay,CAT 200,Active,S50,256,955.800001,47,173.699999,43,108.600000,236.288290,3.375640,3.733594,3.695745,2.525581,346,1238.100000,3.578324,1474.388290,Med,38.100000,8.859947,3.375640,74.262127,224.262127,OK,0.152105,1
K246520,F,19,15/06/97,40.500000,0,Pre Pay,CAT 200,Active,BS110,59,1443.000000,40,77.400001,5,87.000000,116.345190,38.656618,24.457627,1.935000,17.400000,104,1607.400001,15.455769,1723.745191,MedHigh,407.400001,9.488615,38.656618,73.560175,223.560175,OK,0.129694,1
K130600,F,54,05/04/98,30.700000,9,Pre Pay,CAT 200,Active,S80,827,1403.400000,6,95.700000,31,125.400000,250.839419,39.561204,1.696977,15.950000,4.045161,864,1624.500000,1.880208,1875.339419,MedHigh,424.500000,9.319483,39.561205,114.813031,264.813031,OK,0.141208,1
K130670,M,51,24/02/96,56.400000,0,Pre Pay,CAT 200,Churned,ASAD90,775,1531.200000,124,421.200000,25,40.800000,221.654156,70.127285,1.975742,3.396774,1.632000,924,1993.200000,2.157143,2214.854156,High,793.200000,8.841060,70.127285,136.623532,286.623532,OK,0.129410,1
K130660,F,52,07/09/96,49.866667,1,Pre Pay,CAT 200,Churned,ASAD90,630,1246.200000,79,150.300000,20,74.399999,203.746156,25.020817,1.978095,1.902532,3.720000,729,1470.899999,2.017695,1674.646155,MedHigh,270.899999,9.236182,25.020817,86.144664,236.144664,OK,0.141012,1
K136670,F,59,02/11/96,48.000000,1,Pre Pay,CAT 200,Churned,ASAD90,354,1510.200001,25,255.600000,41,85.499999,605.745789,59.129935,4.266102,10.224000,2.085366,420,1851.300000,4.407857,2457.045789,MedHigh,651.300000,9.078755,59.129934,240.853671,390.853671,OK,0.159075,1
K117490,M,45,08/12/97,34.633333,1,Pre Pay,CAT 200,Churned,ASAD90,295,811.200000,174,513.900000,20,89.499999,384.515452,16.883101,2.749831,2.953448,4.475000,489,1414.599999,2.892843,1799.115451,MedHigh,214.599999,7.867242,16.883100,132.237736,282.237736,OK,0.156876,1
K134950,M,35,14/04/96,54.733333,0,Pre Pay,CAT 200,Churned,ASAD90,214,694.200000,58,385.800000,6,35.000000,358.596364,0.000000,3.243925,6.651724,5.833333,278,1115.000000,4.010791,1473.596364,Med,-85.000000,8.113004,0.000000,107.578909,257.578909,OK,0.174796,1
K130850,F,32,23/12/96,46.300000,6,Pre Pay,CAT 200,Active,S50,313,621.600001,187,345.900000,32,63.000000,276.508433,0.000000,1.985942,1.849733,1.968750,532,1030.500001,1.937030,1307.008434,Med,-169.499999,8.016012,0.000000,82.952530,232.952530,OK,0.178233,1
K136610,M,54,25/03/98,31.066667,10,Pre Pay,CAT 200,Active,S80,537,1567.800000,5,341.400000,18,38.500000,265.103447,67.478033,2.919553,68.280000,2.138889,560,1947.700000,3.478036,2212.803447,High,747.700000,9.024747,67.478034,147.009068,297.009068,OK,0.134223,1
K134550,F,26,03/06/99,16.566667,0,Pre Pay,CAT 200,Churned,ASAD90,494,1446.000000,13,27.000000,31,92.400000,226.311064,35.146466,2.927126,2.076923,2.980645,538,1565.400000,2.909665,1791.711064,MedHigh,365.400000,9.618628,35.146466,103.039785,253.039785,OK,0.141228,1
K130950,M,27,01/06/99,16.633333,0,Pre Pay,CAT 200,Churned,S80,304,743.400000,77,261.300001,9,61.800000,350.129799,0.000000,2.445395,3.393507,6.866667,390,1066.500001,2.734615,1416.629800,Med,-133.499999,8.485232,0.000000,105.038940,255.038940,OK,0.180032,1
K130920,F,37,08/07/99,15.400000,2,Pre Pay,CAT 200,Active,ASAD170,377,749.400001,242,386.699999,18,31.800001,361.518283,0.000000,1.987798,1.597934,1.766667,637,1167.900001,1.833438,1529.418284,Med,-32.099999,8.208323,0.000000,108.455485,258.455485,OK,0.168989,1
K115480,M,45,19/05/97,41.400000,1,Pre Pay,CAT 200,Churned,ASAD90,1054,1713.600000,12,54.000000,4,20.000000,499.046789,57.543777,1.625806,4.500000,5.000000,1070,1787.600000,1.670654,2286.646789,MedHigh,587.600000,9.793019,57.543777,207.257814,357.257814,OK,0.156237,1
K136600,M,66,18/01/97,45.433333,2,Pre Pay,CAT 200,Active,ASAD170,177,712.200000,200,315.000000,6,78.000000,279.355515,0.000000,4.023729,1.575000,13.000000,383,1105.200000,2.885640,1384.555515,Med,-94.800000,8.222041,0.000000,83.806655,233.806655,OK,0.168868,1
K131030,F,30,14/07/96,51.700000,2,Pre Pay,CAT 200,Churned,ASAD90,1005,1999.800000,19,43.500000,10,23.400000,414.197374,85.267227,1.989851,2.289474,2.340000,1034,2066.700000,1.998743,2480.897374,High,866.700000,9.838148,85.267227,209.526439,359.526439,OK,0.144918,1
K115550,F,49,02/10/98,24.700000,2,Pre Pay,CAT 200,Churned,ASAD90,714,1102.799999,153,290.400000,16,34.499999,405.042940,20.179129,1.544538,1.898039,2.156250,883,1427.699998,1.616874,1832.742938,MedHigh,227.699998,8.862156,20.179129,141.692011,291.692011,OK,0.159156,1
K238250,M,68,07/09/99,13.366667,1,Pre Pay,CAT 200,Churned,BS110,21,1064.399999,275,482.700000,2,76.000000,158.102689,35.028071,50.685714,1.755273,38.000000,298,1623.099999,5.446644,1781.202688,MedHigh,423.099999,8.278911,35.028071,82.458878,232.458878,OK,0.130507,1
K131170,F,30,28/06/99,15.733333,0,Pre Pay,CAT 200,Active,S80,957,1518.000000,22,423.000000,9,28.199999,636.846661,68.107715,1.586207,19.227273,3.133333,988,1969.199999,1.993117,2606.046660,High,769.199999,8.854357,68.107715,259.161713,409.161713,OK,0.157005,1
K134540,F,33,24/05/96,53.400000,7,Pre Pay,CAT 200,Active,S50,112,1034.400001,8,23.700000,11,69.000000,216.954670,0.000000,9.235714,2.962500,6.272727,131,1127.100001,8.603817,1344.054671,Med,-72.899999,9.588768,0.000000,65.086401,215.086401,OK,0.160028,1
K134520,M,28,12/06/96,52.766667,1,Pre Pay,CAT 200,Active,ASAD170,194,768.600001,68,430.800001,12,54.000000,389.171003,4.307277,3.961856,6.335294,4.500000,274,1253.400002,4.574453,1642.571005,Med,53.400002,8.066060,4.307276,121.058577,271.058577,OK,0.165021,1
K115580,F,47,27/03/98,31.000000,3,Pre Pay,CAT 200,Active,ASAD170,506,1084.200000,115,439.200000,20,45.000000,369.078259,31.153336,2.142688,3.819130,2.250000,641,1568.400000,2.446802,1937.478259,MedHigh,368.400000,8.456389,31.153336,141.876814,291.876814,OK,0.150648,1
K134500,M,38,19/11/97,35.266667,1,Pre Pay,CAT 200,Active,ASAD170,342,1350.000000,4,483.000000,16,28.800000,577.586986,57.083717,3.947368,120.750000,1.800000,362,1861.800000,5.143094,2439.386986,MedHigh,661.800000,8.625524,57.083716,230.359812,380.359812,OK,0.155924,1
K237840,M,61,03/09/99,13.500000,2,Pre Pay,CAT 200,Churned,S50,198,740.400000,19,339.900000,16,38.000000,133.122989,0.000000,3.739394,17.889474,2.375000,233,1118.300000,4.799571,1251.422989,Med,-81.700000,8.310382,0.000000,39.936897,189.936897,OK,0.151777,1
K237580,F,43,20/08/99,13.966667,1,Pre Pay,CAT 200,Churned,S50,40,1104.600000,0,0.000000,6,16.800000,11.962708,0.000000,27.615000,0.000000,2.800000,46,1121.400000,24.378261,1133.362708,Med,-78.600000,9.925094,0.000000,3.588812,153.588812,OK,0.135516,1
K134320,M,33,19/01/98,33.233333,2,Pre Pay,CAT 200,Active,S80,310,1925.400001,10,178.800001,8,24.500001,193.031065,88.435258,6.210968,17.880000,3.062500,328,2128.700003,6.489939,2321.731068,High,928.700003,9.522479,88.435258,146.344578,296.344578,OK,0.127639,1
K246270,F,12,05/02/98,32.666667,0,Pre Pay,CAT 200,Active,BS110,167,2080.800001,59,357.599999,7,22.199999,48.818557,116.331155,12.459880,6.061017,3.171428,233,2460.599999,10.560515,2509.418556,High,1260.599999,9.228237,116.331156,130.976723,280.976723,OK,0.111969,1
K236780,F,22,22/09/99,12.866667,10,Pre Pay,CAT 200,Churned,BS110,329,1039.199999,3,425.700000,13,31.000000,65.685082,25.073069,3.158663,141.900000,2.384615,345,1495.899999,4.335942,1561.585081,MedHigh,295.899999,8.473494,25.073069,44.778594,194.778594,OK,0.124731,1
K117050,M,38,23/09/98,25.000000,1,Pre Pay,CAT 200,Churned,ASAD90,404,715.800001,247,504.000000,6,93.000000,331.670806,8.715193,1.771782,2.040486,15.500000,657,1312.800001,1.998174,1644.470807,MedHigh,112.800001,7.726234,8.715192,108.216434,258.216434,OK,0.157021,1
K236300,M,16,21/08/99,13.933333,2,Pre Pay,CAT 200,Active,BS110,1326,2199.000000,12,24.300001,10,60.600000,151.280383,106.375393,1.658371,2.025000,6.060000,1348,2283.900001,1.694288,2435.180384,High,1083.900001,9.814134,106.375395,151.759510,301.759510,OK,0.123917,1
K236080,F,34,23/07/99,14.900000,0,Pre Pay,CAT 200,Churned,S50,513,843.600000,1,280.200000,4,8.400000,177.981756,0.000000,1.644444,280.200000,2.100000,518,1132.200000,2.185714,1310.181756,Med,-67.800000,8.725490,0.000000,53.394527,203.394527,OK,0.155241,1
K236060,M,16,19/07/99,15.033333,1,Pre Pay,CAT 200,Churned,S50,484,1143.599999,76,266.100000,39,87.599999,168.618636,26.218512,2.362810,3.501316,2.246154,599,1497.299998,2.499666,1665.918634,MedHigh,297.299998,8.818874,26.218512,76.804103,226.804103,OK,0.136144,1
K235950,F,29,28/09/99,12.666667,6,Pre Pay,CAT 200,Churned,BS110,200,537.600000,201,396.000000,25,86.400000,74.136777,0.000000,2.688000,1.970149,3.456000,426,1020.000000,2.394366,1094.136777,Med,-180.000000,7.635294,0.000000,22.241033,172.241033,OK,0.157422,1
K133930,F,31,08/08/97,38.700000,2,Pre Pay,CAT 200,Active,S50,161,634.800000,299,548.700001,2,13.500000,319.520862,0.000000,3.942857,1.835117,6.750000,462,1197.000001,2.590909,1516.520863,Med,-2.999999,7.651629,0.000000,95.856259,245.856259,OK,0.162119,1
K235760,M,45,04/08/99,14.500000,1,Pre Pay,CAT 200,Churned,BS110,348,676.200000,135,300.000000,20,58.000000,151.379609,0.000000,1.943103,2.222222,2.900000,503,1034.200000,2.056064,1185.579609,Med,-165.800000,8.269194,0.000000,45.413883,195.413883,OK,0.164826,1
K235600,F,12,19/09/99,12.966667,0,Pre Pay,CAT 200,Churned,BS110,798,1230.600000,24,89.700001,22,44.400000,16.877681,15.660802,1.542105,3.737500,2.018182,844,1364.700001,1.616943,1381.577682,MedHigh,164.700001,9.508683,15.660801,20.724106,170.724106,OK,0.123572,1
K133880,F,37,15/08/96,50.633333,3,Pre Pay,CAT 200,Churned,ASAD90,159,624.600001,8,427.199999,0,0.000000,211.977307,0.000000,3.928302,53.400000,0.000000,167,1051.800000,6.298204,1263.777307,Med,-148.200000,7.969196,0.000000,63.593192,213.593192,OK,0.169012,1
K133850,F,40,11/07/96,51.800000,0,Pre Pay,CAT 200,Active,ASAD170,409,1359.000000,36,72.900001,6,101.400000,454.505273,31.435583,3.322738,2.025000,16.900000,451,1533.300001,3.399778,1987.805274,MedHigh,333.300001,9.431618,31.435583,167.787165,317.787165,OK,0.159868,1
K136580,M,38,15/10/97,36.433333,1,Pre Pay,CAT 200,Active,S50,305,1228.200000,146,273.000000,11,36.599999,451.409794,30.379595,4.026885,1.869863,3.327273,462,1537.799999,3.328571,1989.209793,MedHigh,337.799999,8.993367,30.379594,165.802532,315.802532,OK,0.158758,1
K131280,M,44,16/04/98,30.333333,1,Pre Pay,CAT 200,Active,S80,1124,1852.799999,106,293.400000,6,24.500000,643.489611,89.962027,1.648399,2.767925,4.083333,1236,2170.699999,1.756230,2814.189610,High,970.699999,9.267748,89.962027,283.008910,433.008910,OK,0.153866,1
K173010,F,13,02/07/98,27.766667,1,Pre Pay,CAT 200,Churned,ASAD90,484,1009.799999,137,687.600001,36,75.500000,563.952874,44.960484,2.086364,5.018978,2.097222,657,1772.900000,2.698478,2336.852874,MedHigh,572.900000,7.847876,44.960484,214.146346,364.146346,OK,0.155828,1
K136560,F,38,02/07/96,52.100000,0,Pre Pay,CAT 200,Active,S80,33,970.200001,188,554.100000,33,55.500000,430.804185,30.652297,29.400000,2.947340,1.681818,254,1579.800001,6.219685,2010.604186,MedHigh,379.800001,8.070642,30.652298,159.893553,309.893553,OK,0.154130,1
K131460,M,44,13/02/98,32.400000,1,Pre Pay,CAT 200,Churned,ASAD90,445,894.000000,62,132.900001,24,67.200000,263.173267,0.000000,2.008989,2.143548,2.800000,531,1094.100001,2.060452,1357.273268,Med,-105.899999,9.085550,0.000000,78.951980,228.951980,OK,0.168685,1
K115790,F,50,09/11/97,35.600000,0,Pre Pay,CAT 200,Active,ASAD170,770,1654.800000,191,352.800000,10,21.600000,625.636660,75.270373,2.149091,1.847120,2.160000,971,2029.200000,2.089804,2654.836660,High,829.200000,9.077469,75.270373,262.961371,412.961371,OK,0.155551,1
K131650,M,27,27/08/96,50.233333,10,Pre Pay,CAT 200,Active,S80,355,608.400000,89,383.700000,6,11.400000,220.490391,0.000000,1.713803,4.311236,1.900000,450,1003.500000,2.230000,1223.990391,Med,-196.500000,8.031390,0.000000,66.147117,216.147117,OK,0.176592,1
K131710,M,36,05/02/99,20.500000,0,Pre Pay,CAT 200,Active,ASAD170,566,1141.200000,3,21.900000,0,0.000000,351.577094,0.000000,2.016254,7.300000,0.000000,569,1163.100000,2.044112,1514.677094,Med,-36.900000,9.905855,0.000000,105.473128,255.473128,OK,0.168665,1
K131680,M,30,04/12/97,34.766667,5,Pre Pay,CAT 200,Churned,ASAD90,876,1764.000000,142,603.300000,21,40.799999,493.460235,104.653338,2.013699,4.248592,1.942857,1039,2408.099999,2.317709,2901.560234,High,1208.099999,8.662639,104.653337,252.691407,402.691407,OK,0.138784,1
K115840,F,44,02/03/97,44.000000,1,Pre Pay,CAT 200,Active,S50,496,1068.000000,239,626.400000,76,116.400000,305.812272,48.552327,2.153226,2.620921,1.531579,811,1810.800000,2.232799,2116.612272,MedHigh,610.800000,7.948973,48.552326,140.296008,290.296008,OK,0.137151,1
K131830,M,36,04/06/97,40.866667,1,Pre Pay,CAT 200,Active,ASAD170,512,1034.399999,35,325.800000,8,14.000000,424.810106,15.266268,2.020312,9.308571,1.750000,555,1374.199999,2.476036,1799.010105,MedHigh,174.199999,8.763644,15.266268,142.709300,292.709300,OK,0.162706,1
K115910,F,28,19/04/99,18.066667,0,Pre Pay,CAT 200,Active,S50,1323,2328.600000,34,566.400000,11,22.800000,887.794101,154.435978,1.760091,16.658824,2.072727,1368,2917.800000,2.132895,3805.594101,High,1717.800000,8.990335,154.435978,420.774208,570.774208,OK,0.149983,1
K246060,F,51,20/11/98,23.066667,10,Pre Pay,CAT 200,Active,BS110,72,776.400001,11,108.900000,3,139.000000,145.216023,0.000000,10.783333,9.900000,46.333333,86,1024.300001,11.910465,1169.516024,Med,-175.699999,8.789905,0.000000,43.564807,193.564807,OK,0.165508,1
K173110,F,14,27/05/98,28.966667,0,Pre Pay,CAT 200,Active,ASAD170,685,1338.000000,1,57.900000,0,0.000000,333.661512,19.234205,1.953285,57.900000,0.000000,686,1395.900000,2.034840,1729.561512,MedHigh,195.900000,9.792607,19.183717,119.282171,269.282171,OK,0.155694,1
K131850,M,36,11/05/98,29.500000,0,Pre Pay,CAT 200,Churned,S50,540,858.600000,22,256.200001,9,90.600000,296.390815,0.462322,1.590000,11.645455,10.066667,571,1205.400001,2.111033,1501.790816,Med,5.400001,8.561473,0.462320,89.379564,239.379564,OK,0.159396,1
K131910,F,29,27/07/97,39.100000,9,Pre Pay,CAT 200,Active,ASAD170,643,1102.800000,38,250.800000,35,55.800000,248.512152,18.662362,1.715086,6.600000,1.594286,716,1409.400000,1.968436,1657.912152,MedHigh,209.400000,8.912303,18.662363,93.216008,243.216008,OK,0.146700,1
K131930,M,51,27/04/97,42.133333,0,Pre Pay,CAT 200,Churned,ASAD90,486,739.800000,35,253.200000,15,91.800000,279.246251,0.000000,1.522222,7.234286,6.120000,536,1084.800000,2.023881,1364.046251,Med,-115.200000,8.409845,0.000000,83.773875,233.773875,OK,0.171383,1
K132010,M,28,02/12/96,47.000000,1,Pre Pay,CAT 200,Active,ASAD170,1164,2358.000000,53,108.300000,4,14.000000,781.029946,124.873512,2.025773,2.043396,3.500000,1221,2480.300000,2.031368,3261.329946,High,1280.300000,9.753457,124.873513,359.182497,509.182497,OK,0.156127,1
K132110,M,30,08/10/97,36.666667,1,Pre Pay,CAT 200,Active,ASAD170,285,1069.800001,82,415.199999,0,0.000000,445.126846,25.425223,3.753684,5.063415,0.000000,367,1485.000000,4.046322,1930.126846,MedHigh,285.000000,8.602020,24.515758,158.053811,308.053811,OK,0.159603,1
K116040,F,31,26/03/96,55.366667,10,Pre Pay,CAT 200,Active,S80,458,1021.800000,10,476.100000,63,153.000000,491.725554,36.498892,2.231004,47.610000,2.428571,531,1650.900000,3.109040,2142.625554,MedHigh,450.900000,8.094676,36.498892,184.016559,334.016559,OK,0.155891,1
K116430,M,55,02/08/97,38.900000,3,Pre Pay,CAT 200,Active,S80,690,1219.200000,38,260.100000,4,7.200000,388.923872,26.074102,1.766957,6.844737,1.800000,732,1486.500000,2.030738,1875.423872,MedHigh,286.500000,9.100908,26.074102,142.751264,292.751264,OK,0.156099,1
K116420,F,31,28/01/98,32.933333,1,Pre Pay,CAT 200,Churned,ASAD90,529,1146.000000,404,614.400000,18,65.500000,330.723220,50.936859,2.166352,1.520792,3.638889,951,1825.900000,1.919979,2156.623220,MedHigh,625.900000,8.138178,50.936859,150.153825,300.153825,OK,0.139178,1
K116070,F,49,19/08/98,26.166667,2,Pre Pay,CAT 200,Active,ASAD170,759,1354.799999,8,210.000000,13,47.400001,232.524929,37.929457,1.784980,26.250000,3.646154,780,1612.200000,2.066923,1844.724929,MedHigh,412.200000,9.201712,37.929457,107.686935,257.686935,OK,0.139689,1
K132160,M,49,04/03/98,31.766667,2,Pre Pay,CAT 200,Active,ASAD170,268,884.400000,34,367.200001,49,91.500001,211.824862,11.866400,3.300000,10.800000,1.867347,351,1343.100002,3.826496,1554.924864,MedHigh,143.100002,8.292383,11.866401,75.413859,225.413859,OK,0.144968,1
K172920,F,23,26/11/99,10.700000,8,Pre Pay,CAT 200,Churned,ASAD90,454,945.600000,219,530.699999,22,35.000000,261.670247,25.303810,2.082819,2.423288,1.590909,695,1511.299999,2.174532,1772.970246,MedHigh,311.299999,8.128432,25.303810,103.804884,253.804884,OK,0.143152,1
K116200,F,42,05/09/98,25.600000,7,Pre Pay,CAT 200,Active,S50,452,734.399999,323,529.200000,17,30.000000,353.853113,7.336920,1.624779,1.638390,1.764706,792,1293.599999,1.633333,1647.453112,MedHigh,93.599999,7.838590,7.336920,113.492854,263.492854,OK,0.159940,1
K118230,F,31,24/09/99,12.800000,1,Pre Pay,CAT 200,Active,S80,1053,2346.000000,167,259.500000,34,115.199999,306.117981,141.598315,2.227920,1.553892,3.388235,1254,2720.699999,2.169617,3026.817980,High,1520.699999,9.311390,141.598315,233.433709,383.433709,OK,0.126679,1
K132660,F,51,11/01/97,45.666667,1,Pre Pay,CAT 200,Active,S80,190,1979.400000,31,298.199999,2,42.500000,519.799026,103.785827,10.417895,9.619355,21.250000,223,2320.099999,10.404036,2839.899025,High,1120.099999,9.265764,103.785827,259.725535,409.725535,OK,0.144275,1
K116320,M,48,27/07/99,14.766667,2,Pre Pay,CAT 200,Active,S50,607,1071.000000,10,117.300000,20,51.000000,283.384210,3.663148,1.764415,11.730000,2.550000,637,1239.300000,1.945526,1522.684210,Med,39.300000,9.320988,3.663148,88.678411,238.678411,OK,0.156748,1
K132650,F,26,21/08/99,13.933333,0,Pre Pay,CAT 200,Churned,ASAD90,196,1161.599999,327,543.300000,18,29.500000,418.133363,44.615497,5.926531,1.661468,1.638889,541,1734.399999,3.205915,2152.533362,MedHigh,534.399999,8.348708,44.615498,170.055507,320.055507,OK,0.148688,1
K132790,F,40,05/07/97,39.833333,0,Pre Pay,CAT 200,Churned,ASAD90,279,923.400000,15,115.199999,40,73.500001,311.653409,0.000000,3.309677,7.680000,1.837500,334,1112.100000,3.329641,1423.753409,Med,-87.900000,9.151605,0.000000,93.496023,243.496023,OK,0.171024,1
K118210,F,57,05/11/97,35.733333,8,Pre Pay,CAT 200,Churned,ASAD90,331,904.800000,94,204.000000,16,53.000000,213.360685,0.000000,2.733535,2.170213,3.312500,441,1161.800000,2.634467,1375.160685,Med,-38.200000,8.893958,0.000000,64.008205,214.008205,OK,0.155624,1
K136410,F,38,10/12/97,34.566667,8,Pre Pay,CAT 200,Active,S80,172,1137.599999,14,395.100001,15,47.400001,426.302946,32.687734,6.613953,28.221429,3.160000,201,1580.100001,7.861194,2006.402947,MedHigh,380.100001,8.599772,32.687734,160.578618,310.578618,OK,0.154794,1
K172640,M,25,20/04/99,18.033333,1,Pre Pay,CAT 200,Churned,ASAD90,901,1359.600000,0,0.000000,7,26.500001,376.234105,24.648599,1.508990,0.000000,3.785714,908,1386.100001,1.526542,1762.334106,MedHigh,186.100001,9.904408,18.432103,131.302335,281.302335,OK,0.159619,1
K136250,F,27,22/07/98,27.100000,9,Pre Pay,CAT 200,Churned,ASAD90,291,1168.800000,514,850.800000,22,51.000000,649.640875,68.101556,4.016495,1.655253,2.318182,827,2070.600000,2.503748,2720.240875,High,870.600000,7.822370,68.101556,262.993819,412.993819,OK,0.151823,1
