고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화요금_분,평균주간통화시간,평균야간통화시간,평균주말통화시간,국내통화횟수,국내통화시간_분,평균국내통화시간,총통화시간_분
"K297010","여",41,"25/05/99",16.866667,0,"선불","CAT 100","이탈","CAS30",79,781.200000,2,78.900000,20,33.599999,125.629668,40,9.888608,39.450000,1.680000,101,893.699999,8.848515,1019.329667
"K297270","여",31,"03/06/99",16.566667,1,"선불","CAT 100","이탈","CAS30",64,672.000000,33,129.000000,3,28.800000,37.021534,30,10.500000,3.909091,9.600000,100,829.800000,8.298000,866.821534
"K297280","남",47,"09/05/97",41.733333,0,"선불","CAT 100","유지","CAS30",39,407.400000,64,140.400000,9,15.000000,124.384567,0,10.446154,2.193750,1.666667,112,562.800000,5.025000,687.184567
"K297320","여",23,"15/12/97",34.400000,1,"선불","CAT 100","유지","WC95",165,745.199999,12,34.499999,0,0.000000,81.802313,27,4.516364,2.875000,0.000000,177,779.699998,4.405085,861.502311
"K297340","여",34,"27/09/99",12.700000,0,"선불","CAT 100","이탈","CAS30",108,340.800000,82,232.800000,0,0.000000,58.942363,0,3.155556,2.839024,0.000000,190,573.600000,3.018947,632.542363
"K297430","남",36,"31/08/96",50.100000,5,"선불","CAT 100","유지","BS110",74,793.799999,13,57.000000,26,46.799999,69.507227,41,10.727027,4.384615,1.800000,113,897.599998,7.943363,967.107225
"K297470","남",23,"03/07/98",27.733333,1,"선불","CAT 100","유지","S50",77,351.000000,3,213.600000,2,4.500000,103.097639,0,4.558442,71.200000,2.250000,82,569.100000,6.940244,672.197639
"K297690","여",58,"23/03/98",31.133333,1,"선불","CAT 100","유지","WC95",255,805.200000,31,57.300000,12,37.200000,5.635938,41,3.157647,1.848387,3.100000,298,899.700000,3.019128,905.335938
"K297710","남",19,"01/01/99",21.666667,2,"선불","CAT 100","유지","BS110",40,445.800000,60,117.000000,3,7.800000,40.088062,0,11.145000,1.950000,2.600000,103,570.600000,5.539806,610.688062
"K297730","여",36,"12/08/98",26.400000,8,"선불","CAT 100","유지","BS110",38,428.400000,66,164.700001,2,18.000000,52.497493,1,11.273684,2.495455,9.000000,106,611.100001,5.765094,663.597494
"K297830","여",16,"28/09/99",12.666667,2,"선불","CAT 100","유지","BS110",195,693.000000,13,134.399999,10,43.800001,50.239634,35,3.553846,10.338461,4.380000,218,871.200000,3.996330,921.439634
"K297850","남",51,"18/07/96",51.566667,2,"선불","CAT 100","유지","S50",37,418.800000,23,84.600000,9,49.800000,73.252012,0,11.318919,3.678261,5.533333,69,553.200000,8.017391,626.452012
"K297900","남",38,"15/01/98",33.366667,5,"선불","CAT 100","유지","S50",34,400.200000,138,258.000000,23,40.200000,108.578531,10,11.770588,1.869565,1.747826,195,698.400000,3.581538,806.978531
"K297950","여",18,"31/12/97",33.866667,11,"선불","CAT 100","유지","WC95",78,360.000000,63,265.799999,0,0.000000,130.844380,2,4.615385,4.219048,0.000000,141,625.799999,4.438298,756.644379
"K298060","남",20,"15/12/96",46.566667,1,"선불","CAT 100","이탈","CAS30",58,684.600000,27,119.700000,14,30.000000,24.702812,30,11.803448,4.433333,2.142857,99,834.300000,8.427273,859.002812
"K298080","여",43,"22/06/97",40.266667,0,"선불","CAT 100","유지","BS110",47,560.399999,84,153.000000,1,4.800000,37.763896,15,11.923404,1.821429,4.800000,132,718.199999,5.440909,755.963895
"K298100","여",34,"14/03/97",43.600000,8,"선불","CAT 100","이탈","CAS30",101,465.600001,72,160.200001,2,7.200000,122.132347,4,4.609901,2.225000,3.600000,175,633.000002,3.617143,755.132349
"K298290","남",57,"04/03/97",43.933333,2,"선불","CAT 100","유지","BS110",58,340.200000,21,220.800000,9,49.800000,89.687712,1,5.865517,10.514286,5.533333,88,610.800000,6.940909,700.487712
"K298330","여",23,"26/09/99",12.733333,3,"선불","CAT 100","유지","BS110",134,394.800000,81,151.200000,7,27.600000,26.070643,0,2.946269,1.866667,3.942857,222,573.600000,2.583784,599.670643
"K298350","남",20,"22/01/98",33.133333,0,"선불","CAT 100","유지","S50",169,540.600000,52,118.500001,4,21.600000,116.116821,10,3.198817,2.278846,5.400000,225,680.700001,3.025333,796.816822
"K298370","여",49,"16/02/98",32.300000,9,"선불","CAT 100","유지","BS110",187,567.600001,45,73.800001,2,26.400000,49.734969,9,3.035294,1.640000,13.200000,234,667.800002,2.853846,717.534971
"K298670","남",52,"28/02/96",56.266667,0,"선불","CAT 100","유지","S50",54,721.800000,73,112.200000,6,25.000000,118.658238,34,13.366667,1.536986,4.166667,133,859.000000,6.458647,977.658238
"K298820","여",12,"23/04/96",54.433333,1,"선불","CAT 100","유지","WC95",192,613.200000,23,66.000000,14,30.600001,1.401101,14,3.193750,2.869565,2.185714,229,709.800001,3.099563,711.201102
"K298840","여",34,"16/03/99",19.200000,0,"선불","CAT 100","이탈","CAS30",156,735.599999,57,180.300001,2,31.500000,171.477635,44,4.715385,3.163158,15.750000,215,947.400000,4.406512,1118.877635
"K298850","여",33,"24/11/99",10.766667,0,"선불","CAT 100","유지","BS110",56,768.600001,41,136.799999,1,3.000000,62.914885,41,13.725000,3.336585,3.000000,98,908.400000,9.269388,971.314885
"K299120","여",28,"20/02/99",20.000000,1,"선불","CAT 100","이탈","CAS30",248,750.599999,41,96.300001,3,11.400000,165.956606,35,3.026613,2.348781,3.800000,292,858.300000,2.939384,1024.256606
"K299180","여",21,"16/09/96",49.566667,2,"선불","CAT 100","유지","WC95",101,481.800001,34,57.000000,16,39.000000,165.774132,0,4.770297,1.676471,2.437500,151,577.800001,3.826490,743.574133
"K299360","여",27,"17/02/98",32.266667,3,"선불","CAT 100","유지","WC95",21,363.600000,106,310.500001,2,10.200000,151.485563,8,17.314286,2.929245,5.100000,129,684.300001,5.304651,835.785564
"K299530","여",29,"10/04/97",42.700000,0,"선불","CAT 100","유지","WC95",200,589.800000,95,199.500000,17,29.000000,54.053951,26,2.949000,2.100000,1.705882,312,818.300000,2.622756,872.353951
"K299680","여",19,"13/09/97",37.500000,10,"선불","CAT 100","유지","WC95",30,504.600000,62,161.700000,23,37.000000,84.741051,12,16.820000,2.608065,1.608696,115,703.300000,6.115652,788.041051
"K300010","여",40,"09/01/97",45.733333,8,"선불","CAT 100","유지","BS110",218,797.400000,12,33.900002,1,4.800000,74.504174,34,3.657798,2.825000,4.800000,231,836.100002,3.619481,910.604176
"K300240","남",45,"19/01/96",57.600000,1,"선불","CAT 100","유지","S50",21,414.000000,27,90.600000,7,22.800000,61.570936,0,19.714286,3.355556,3.257143,55,527.400000,9.589091,588.970936
"K300290","여",34,"25/04/96",54.366667,6,"선불","CAT 100","유지","WC95",34,683.399999,47,95.100001,6,40.200000,14.297204,29,20.100000,2.023404,6.700000,87,818.700000,9.410345,832.997204
"K300330","여",33,"25/09/99",12.766667,2,"선불","CAT 100","유지","BS110",26,689.400000,95,189.300000,19,31.800000,7.335802,39,26.515385,1.992632,1.673684,140,910.500000,6.503571,917.835802
"K300350","남",20,"24/03/98",31.100000,0,"선불","CAT 100","유지","S50",125,402.000000,130,268.799999,4,32.000000,11.119499,11,3.216000,2.067692,8.000000,259,702.799999,2.713514,713.919498
"K300550","여",23,"15/12/99",10.066667,1,"선불","CAT 100","유지","WC95",14,310.200001,107,249.000000,2,4.800000,111.017652,0,22.157143,2.327103,2.400000,123,564.000001,4.585366,675.017653
"K300650","여",31,"27/08/97",38.066667,2,"선불","CAT 100","이탈","CAS30",27,608.399999,43,144.300000,11,17.399999,123.712259,21,22.533333,3.355814,1.581818,81,770.099998,9.507407,893.812257
"K300820","남",14,"09/06/99",16.366667,0,"선불","CAT 100","유지","BS110",126,466.199999,44,182.400001,3,7.800000,131.545829,6,3.700000,4.145455,2.600000,173,656.400000,3.794220,787.945829
"K300850","남",28,"16/07/98",27.300000,2,"선불","CAT 100","유지","S50",24,618.600000,100,228.600000,18,34.200000,127.761979,33,25.775000,2.286000,1.900000,142,881.400000,6.207042,1009.161979
"K300900","여",14,"16/04/99",18.166667,1,"선불","CAT 100","이탈","CAS30",169,545.399999,18,71.700001,7,22.200000,129.805909,5,3.227219,3.983333,3.171429,194,639.300000,3.295361,769.105909
"K300920","남",34,"25/10/96",48.266667,0,"선불","CAT 100","유지","S50",146,480.599999,112,415.200000,0,0.000000,104.999672,30,3.291781,3.707143,0.000000,258,895.799999,3.472093,1000.799671
"K300940","여",35,"04/06/99",16.533333,0,"선불","CAT 100","이탈","CAS30",78,454.200001,190,356.400001,6,33.599999,152.220336,25,5.823077,1.875789,5.600000,274,844.200001,3.081022,996.420337
"K300990","여",13,"15/01/98",33.366667,1,"선불","CAT 100","이탈","WC95",18,520.200000,179,320.700000,1,35.000000,93.840815,30,28.900000,1.791620,35.000000,198,875.900000,4.423737,969.740815
"K301050","남",32,"13/07/97",39.566667,2,"선불","CAT 100","유지","BS110",80,417.000000,96,193.500001,0,0.000000,142.780980,5,5.212500,2.015625,0.000000,176,610.500001,3.468750,753.280981
"K301250","남",31,"19/07/97",39.366667,2,"선불","CAT 100","이탈","S50",160,595.200000,222,336.900000,6,40.200000,17.988194,41,3.720000,1.517568,6.700000,388,972.300000,2.505928,990.288194
"K301370","여",27,"28/03/99",18.800000,2,"선불","CAT 100","유지","WC95",12,441.600001,111,282.300001,11,36.000000,101.119551,17,36.800000,2.543243,3.272727,134,759.900002,5.670896,861.019553
"K301580","남",33,"04/08/96",51.000000,2,"선불","CAT 100","유지","S50",202,582.000000,130,389.100001,5,21.000000,119.149190,42,2.881188,2.993077,4.200000,337,992.100001,2.943917,1111.249191
"K301940","남",17,"25/03/97",43.233333,0,"선불","CAT 100","유지","S50",88,485.399999,160,267.000000,9,35.399999,145.414845,20,5.515909,1.668750,3.933333,257,787.799998,3.065370,933.214843
"K301960","여",25,"26/01/97",45.166667,1,"선불","CAT 100","유지","WC95",114,627.600000,83,138.000000,0,0.000000,38.795571,21,5.505263,1.662651,0.000000,197,765.600000,3.886294,804.395571
"K302040","남",50,"15/11/97",35.400000,0,"선불","CAT 100","이탈","CAS30",70,386.400000,23,205.200001,14,44.000000,127.742402,3,5.520000,8.921739,3.142857,107,635.600001,5.940187,763.342403
"K302090","여",68,"27/06/98",27.933333,1,"선불","CAT 100","이탈","CAS30",120,667.800001,7,112.199999,4,31.000000,76.277934,27,5.565000,16.028571,7.750000,131,811.000000,6.190840,887.277934
"K302320","남",20,"09/04/98",30.566667,0,"선불","CAT 100","이탈","CAS30",112,630.600000,15,103.199998,4,12.600000,156.076874,19,5.630357,6.880000,3.150000,131,746.399998,5.697710,902.476872
"K302510","남",23,"04/06/97",40.866667,11,"선불","CAT 100","유지","S50",51,292.800000,112,253.200000,5,13.800000,37.598568,0,5.741176,2.260714,2.760000,168,559.800000,3.332143,597.398568
"K302540","여",15,"14/02/98",32.366667,0,"선불","CAT 100","유지","WC95",171,658.200000,148,244.800000,0,0.000000,132.371825,37,3.849123,1.654054,0.000000,319,903.000000,2.830721,1035.371825
"K302680","여",31,"03/04/96",55.100000,0,"선불","CAT 100","유지","WC95",130,501.600001,8,68.100000,10,22.200001,57.947745,0,3.858462,8.512500,2.220000,148,591.900002,3.999324,649.847747
"K303170","여",21,"21/09/99",12.900000,10,"선불","CAT 200","유지","BS110",656,1045.800001,77,437.700001,0,0.000000,140.894717,27,1.594207,5.684416,0.000000,733,1483.500002,2.023874,1624.394719
"K303220","여",12,"17/09/98",25.200000,1,"선불","CAT 200","유지","WC95",631,1085.400000,251,449.400000,0,0.000000,55.123268,30,1.720127,1.790438,0.000000,882,1534.800000,1.740136,1589.923268
"K303490","여",48,"28/09/97",37.000000,2,"선불","CAT 200","유지","WC95",499,844.800000,78,149.099999,20,46.200000,103.691728,0,1.692986,1.911538,2.310000,597,1040.099999,1.742211,1143.791727
"K303570","남",34,"27/02/98",31.933333,1,"선불","CAT 200","유지","S50",461,943.200000,63,403.800000,11,32.000000,59.510328,15,2.045987,6.409524,2.909091,535,1379.000000,2.577570,1438.510328
"K303700","여",20,"10/03/96",55.900000,4,"선불","CAT 200","이탈","CAS30",658,1290.000000,167,272.699999,9,45.000000,115.638410,36,1.960486,1.632934,5.000000,834,1607.699999,1.927698,1723.338409
"K303820","남",12,"09/07/98",27.533333,2,"선불","CAT 200","유지","S50",434,892.800001,104,158.400000,0,0.000000,92.897875,0,2.057143,1.523077,0.000000,538,1051.200001,1.953903,1144.097876
"K303990","여",31,"02/10/97",36.866667,1,"선불","CAT 200","유지","BS110",464,955.200000,100,278.700000,16,35.399999,14.202199,6,2.058621,2.787000,2.212500,580,1269.299999,2.188448,1283.502198
"K304070","여",36,"16/05/97",41.500000,1,"선불","CAT 200","유지","WC95",982,1569.000000,29,350.099999,0,0.000000,77.609533,65,1.597760,12.072414,0.000000,1011,1919.099999,1.898220,1996.709532
"K304230","남",22,"08/03/99",19.466667,1,"선불","CAT 200","유지","S50",1092,1726.200000,190,350.400000,1,9.000000,162.342422,80,1.580769,1.844211,9.000000,1283,2085.600000,1.625565,2247.942422
"K304240","여",23,"31/08/98",25.766667,2,"선불","CAT 200","이탈","CAS30",773,2199.000000,66,399.299999,0,0.000000,112.191137,131,2.844761,6.050000,0.000000,839,2598.299999,3.096901,2710.491136
"K304400","여",33,"26/11/98",22.866667,4,"선불","CAT 200","유지","WC95",346,717.000000,236,365.399999,13,21.500001,114.832619,0,2.072254,1.548305,1.653846,595,1103.900000,1.855294,1218.732619
"K304450","남",38,"15/04/99",18.200000,0,"선불","CAT 200","유지","S50",416,864.600001,79,148.800001,0,0.000000,107.219404,0,2.078365,1.883544,0.000000,495,1013.400002,2.047273,1120.619406
"K304580","남",35,"07/03/96",56.000000,4,"선불","CAT 200","유지","S50",447,775.800000,289,520.200000,6,23.399999,69.641535,9,1.735570,1.800000,3.900000,742,1319.399999,1.778167,1389.041534
"K304760","여",23,"01/11/98",23.700000,0,"선불","CAT 200","이탈","CAS30",600,1251.599998,116,291.900001,0,0.000000,148.476382,34,2.086000,2.516379,0.000000,716,1543.499999,2.155726,1691.976381
"K304780","여",17,"10/09/99",13.266667,0,"선불","CAT 200","유지","WC95",631,997.200000,60,120.900001,6,12.000000,34.872486,0,1.580349,2.015000,2.000000,697,1130.100001,1.621377,1164.972487
"K304820","여",18,"07/02/97",44.766667,11,"선불","CAT 200","유지","WC95",388,900.600001,212,594.600001,2,39.600000,124.630894,26,2.321134,2.804717,19.800000,602,1534.800002,2.549502,1659.430896
"K304890","여",28,"20/02/98",32.166667,1,"선불","CAT 200","유지","WC95",349,729.600000,41,288.899999,1,49.200000,128.153069,0,2.090544,7.046341,49.200000,391,1067.699999,2.730691,1195.853068
"K304910","남",18,"27/01/99",20.800000,2,"선불","CAT 200","유지","BS110",708,1156.199999,74,428.400000,5,12.600000,119.789267,34,1.633051,5.789189,2.520000,787,1597.199999,2.029479,1716.989266
"K304920","여",12,"05/02/99",20.500000,11,"선불","CAT 200","이탈","CAS30",602,1176.600000,64,256.200001,17,43.799999,177.812704,24,1.954485,4.003125,2.576471,683,1476.600000,2.161933,1654.412704
"K304980","남",22,"03/04/98",30.766667,0,"선불","CAT 200","유지","S50",282,799.200000,95,588.900001,4,29.400001,3.554669,17,2.834043,6.198947,7.350000,381,1417.500002,3.720472,1421.054671
"K305130","남",13,"18/04/98",30.266667,1,"선불","CAT 200","유지","S50",587,991.800000,10,298.500000,12,44.400000,38.954611,11,1.689608,29.850000,3.700000,609,1334.700000,2.191626,1373.654611
"K305270","여",17,"01/02/99",20.633333,9,"선불","CAT 200","유지","WC95",696,1174.200000,5,45.600001,6,25.500000,42.377900,4,1.687069,9.120000,4.250000,707,1245.300001,1.761386,1287.677901
"K305420","여",19,"02/01/99",21.633333,1,"선불","CAT 200","이탈","CAS30",398,720.600000,198,486.000000,6,18.000000,85.986314,1,1.810553,2.454545,3.000000,602,1224.600000,2.034219,1310.586314
"K305430","남",31,"31/01/97",45.000000,0,"선불","CAT 200","유지","S50",336,655.200001,49,412.500001,21,49.799999,52.333201,0,1.950000,8.418367,2.371429,406,1117.500001,2.752463,1169.833202
"K305460","여",43,"12/03/96",55.833333,1,"선불","CAT 200","이탈","CAS30",428,660.600001,107,572.399999,24,42.000000,145.240739,5,1.543458,5.349533,1.750000,559,1275.000000,2.280859,1420.240739
"K305500","여",30,"23/04/98",30.100000,0,"선불","CAT 200","유지","BS110",460,831.000000,249,469.500001,9,37.500001,86.496941,11,1.806522,1.885542,4.166667,718,1338.000002,1.863510,1424.496943
"K305560","남",51,"19/09/96",49.466667,10,"선불","CAT 200","유지","S50",769,1345.800001,254,455.400001,2,9.600000,112.247162,53,1.750065,1.792913,4.800000,1025,1810.800002,1.766634,1923.047164
"K305580","여",55,"12/11/99",11.166667,1,"선불","CAT 200","이탈","CAS30",597,921.000000,12,588.000000,7,31.800000,57.306304,27,1.542714,49.000000,4.542857,616,1540.800000,2.501299,1598.106304
"K305720","여",21,"24/01/97",45.233333,1,"선불","CAT 200","유지","BS110",740,1441.200001,41,338.100000,2,4.500000,135.508671,52,1.947568,8.246341,2.250000,783,1783.800001,2.278161,1919.308672
"K305910","여",52,"16/03/98",31.366667,2,"선불","CAT 200","유지","BS110",921,1654.800001,29,645.300000,13,21.000000,33.731638,96,1.796743,22.251724,1.615385,963,2321.100001,2.410280,2354.831639
"K305930","남",29,"26/08/96",50.266667,0,"선불","CAT 200","이탈","CAS30",378,807.000000,222,797.700001,0,0.000000,46.900902,30,2.134921,3.593243,0.000000,600,1604.700001,2.674500,1651.600903
"K306070","여",30,"20/01/98",33.200000,0,"선불","CAT 200","유지","WC95",535,1201.799999,387,598.500001,3,16.800000,161.846900,51,2.246355,1.546512,5.600000,925,1817.100000,1.964432,1978.946900
"K306240","남",40,"20/12/99",9.900000,0,"선불","CAT 200","이탈","CAS30",715,1151.399999,320,563.100001,0,0.000000,96.693015,43,1.610350,1.759688,0.000000,1035,1714.500000,1.656522,1811.193015
"K306330","남",33,"04/07/98",27.700000,1,"선불","CAT 200","유지","S50",461,811.200000,29,401.099999,19,30.000000,84.701672,3,1.759653,13.831034,1.578947,509,1242.299999,2.440668,1327.001671
"K306380","남",28,"31/07/96",51.133333,5,"선불","CAT 200","이탈","CAS30",494,870.599999,0,0.000000,6,12.500000,15.786958,12,1.762348,0.000000,2.083333,500,883.099999,1.766200,898.886957
"K306490","여",22,"03/11/96",47.966667,1,"선불","CAT 200","유지","WC95",310,670.200000,66,479.700000,1,8.000000,145.533620,0,2.161935,7.268182,8.000000,377,1157.900000,3.071353,1303.433620
"K306650","여",28,"31/05/99",16.666667,0,"선불","CAT 200","이탈","WC95",314,559.200000,29,499.500000,4,40.000000,160.720963,0,1.780892,17.224138,10.000000,347,1098.700000,3.166282,1259.420963
"K306800","여",53,"13/05/97",41.600000,2,"선불","CAT 200","이탈","CAS30",405,656.400000,185,576.000000,26,41.400000,149.350300,5,1.620741,3.113514,1.592308,616,1273.800000,2.067857,1423.150300
"K306820","남",52,"07/02/96",56.966667,2,"선불","CAT 200","유지","BS110",369,802.800000,21,132.900001,0,0.000000,62.042467,0,2.175610,6.328571,0.000000,390,935.700001,2.399231,997.742468
"K307200","여",23,"06/03/96",56.033333,2,"선불","CAT 200","유지","BS110",391,855.000000,242,713.400000,7,21.000000,131.529808,29,2.186701,2.947934,3.000000,640,1589.400000,2.483438,1720.929808
"K307230","여",76,"01/12/97",34.866667,2,"선불","CAT 200","유지","BS110",1066,1722.599999,183,291.599999,1,33.000000,27.132724,78,1.615947,1.593443,33.000000,1250,2047.199998,1.637760,2074.332722
"K307240","여",17,"04/07/98",27.700000,2,"선불","CAT 200","유지","WC95",385,844.200000,211,424.500000,2,37.000000,10.388378,8,2.192727,2.011848,18.500000,598,1305.700000,2.183445,1316.088378
"K307380","여",16,"23/03/98",31.133333,2,"선불","CAT 200","이탈","CAS30",835,1834.799999,22,336.299999,4,15.600000,67.300804,90,2.197365,15.286364,3.900000,861,2186.699998,2.539721,2254.000802
"K307460","남",12,"20/07/97",39.333333,11,"선불","CAT 200","유지","BS110",568,879.000000,39,317.400000,1,45.600000,81.203907,3,1.547535,8.138462,45.600000,608,1242.000000,2.042763,1323.203907
"K307510","남",32,"12/10/96",48.700000,1,"선불","CAT 200","유지","S50",365,649.200000,186,419.399999,1,12.000000,102.266144,0,1.778630,2.254839,12.000000,552,1080.599999,1.957609,1182.866143
"K307630","여",24,"15/04/96",54.700000,2,"선불","CAT 200","유지","WC95",514,916.200000,80,146.400000,11,33.000000,94.450331,0,1.782490,1.830000,3.000000,605,1095.600000,1.810909,1190.050331
"K307740","남",31,"26/06/99",15.800000,7,"선불","CAT 200","유지","S50",853,1894.799999,21,147.599999,0,0.000000,56.288471,82,2.221336,7.028571,0.000000,874,2042.399998,2.336842,2098.688469
"K307790","남",65,"31/12/96",46.033333,8,"선불","CAT 200","유지","CAS30",1149,1780.800000,77,216.900000,8,21.000000,98.542255,77,1.549869,2.816883,2.625000,1234,2018.700000,1.635900,2117.242255
"K307810","남",44,"09/03/96",55.933333,1,"선불","CAT 200","유지","S50",649,1443.600001,16,156.300000,2,11.500000,55.582898,38,2.224345,9.768750,5.750000,667,1611.400001,2.415892,1666.982899
"K307980","남",18,"19/05/98",29.233333,7,"선불","CAT 200","이탈","S50",359,603.000000,249,550.200000,1,40.800000,154.916983,0,1.679666,2.209639,40.800000,609,1194.000000,1.960591,1348.916983
"K308050","여",38,"09/06/99",16.366667,2,"선불","CAT 200","유지","WC95",409,918.000000,200,339.599999,2,22.800000,107.557587,6,2.244499,1.698000,11.400000,611,1280.399999,2.095581,1387.957586
"K308220","남",27,"15/09/97",37.433333,0,"선불","CAT 200","유지","S50",419,943.800000,19,138.900000,13,22.000000,1.468572,0,2.252506,7.310526,1.692308,451,1104.700000,2.449446,1106.168572
"K308240","남",12,"23/11/98",22.966667,0,"선불","CAT 200","이탈","CAS30",1143,1919.399999,15,192.000000,24,42.000000,179.851322,90,1.679265,12.800000,1.750000,1182,2153.399999,1.821827,2333.251321
"K308290","남",30,"02/01/97",45.966667,0,"선불","CAT 200","유지","S50",799,1221.000000,16,82.800000,4,29.000000,36.402598,12,1.528160,5.175000,7.250000,819,1332.800000,1.627350,1369.202598
"K308300","여",25,"25/07/96",51.333333,0,"선불","CAT 200","유지","WC95",578,1039.200000,63,324.600000,10,33.600000,177.085348,17,1.797924,5.152381,3.360000,651,1397.400000,2.146544,1574.485348
"K308390","남",43,"18/12/96",46.466667,0,"선불","CAT 200","유지","BS110",498,895.200000,10,117.600000,0,0.000000,47.022181,0,1.797590,11.760000,0.000000,508,1012.800000,1.993701,1059.822181
"K308440","여",31,"13/03/98",31.466667,4,"선불","CAT 200","유지","WC95",636,1728.000000,19,365.099999,8,35.400000,14.812505,84,2.716981,19.215789,4.425000,663,2128.499999,3.210407,2143.312504
"K308460","여",20,"19/02/99",20.033333,1,"선불","CAT 200","유지","WC95",386,874.200000,60,408.000000,1,40.800000,33.363485,10,2.264767,6.800000,40.800000,447,1323.000000,2.959732,1356.363485
"K308490","여",35,"13/04/98",30.433333,2,"선불","CAT 200","유지","WC95",368,834.600002,47,262.800001,1,3.000000,48.917137,0,2.267935,5.591489,3.000000,416,1100.400003,2.645192,1149.317140
"K308540","여",40,"23/08/98",26.033333,2,"선불","CAT 200","유지","WC95",486,875.400000,60,555.299998,21,37.800000,104.191584,21,1.801235,9.255000,1.800000,567,1468.499998,2.589947,1572.691582
"K308570","남",29,"15/04/96",54.700000,1,"선불","CAT 200","유지","S50",486,877.800000,112,414.299999,2,4.800000,103.941190,8,1.806173,3.699107,2.400000,600,1296.899999,2.161500,1400.841189
"K308620","여",33,"27/09/97",37.033333,2,"선불","CAT 200","유지","WC95",570,1098.000000,245,591.300000,2,7.200000,36.341109,40,1.926316,2.413469,3.600000,817,1696.500000,2.076499,1732.841109
"K308690","남",27,"02/04/99",18.633333,0,"선불","CAT 200","유지","BS110",893,1613.399999,0,0.000000,29,46.200000,110.297503,47,1.806719,0.000000,1.593103,922,1659.599999,1.800000,1769.897502
"K308740","여",22,"05/01/96",58.066667,1,"선불","CAT 200","이탈","CAS30",408,931.800000,37,93.900000,2,7.200000,82.772275,0,2.283824,2.537838,3.600000,447,1032.900000,2.310738,1115.672275
"K308870","남",62,"17/07/98",27.266667,0,"선불","CAT 200","유지","S50",864,1563.600000,20,38.699999,0,0.000000,33.093343,41,1.809722,1.935000,0.000000,884,1602.299999,1.812557,1635.393342
"K308900","여",40,"08/06/97",40.733333,2,"선불","CAT 200","유지","WC95",548,1257.000000,54,183.000000,17,29.400000,118.683741,24,2.293796,3.388889,1.729412,619,1469.400000,2.373829,1588.083741
"K308980","여",15,"10/07/96",51.833333,2,"선불","CAT 200","유지","BS110",391,899.400001,227,414.000000,1,34.000000,25.416283,12,2.300256,1.823789,34.000000,619,1347.400001,2.176737,1372.816284
"K309130","남",15,"15/03/98",31.400000,0,"선불","CAT 200","이탈","CAS30",376,869.399999,60,181.800000,3,49.800000,66.939940,0,2.312234,3.030000,16.600000,439,1100.999999,2.507973,1167.939939
"K309140","남",36,"08/04/96",54.933333,0,"선불","CAT 200","유지","BS110",448,1035.000000,89,224.699999,6,15.599999,154.830612,6,2.310268,2.524719,2.600000,543,1275.299998,2.348619,1430.130610
"K309310","여",42,"31/10/98",23.733333,0,"선불","CAT 200","유지","WC95",342,799.200000,101,201.900000,3,19.000000,70.928431,0,2.336842,1.999010,6.333333,446,1020.100000,2.287220,1091.028431
"K309560","남",15,"28/02/99",19.733333,1,"선불","CAT 200","유지","BS110",762,1392.000000,82,132.599999,2,10.800000,130.045468,31,1.826772,1.617073,5.400000,846,1535.399999,1.814894,1665.445467
"K309680","여",38,"23/05/98",29.100000,9,"선불","CAT 200","이탈","CAS30",457,1078.200000,11,70.800000,1,16.800000,117.761088,0,2.359300,6.436364,16.800000,469,1165.800000,2.485714,1283.561088
"K309710","여",38,"14/09/98",25.300000,2,"선불","CAT 200","유지","WC95",584,1069.200000,434,676.200000,4,12.600000,29.921464,44,1.830822,1.558065,3.150000,1022,1758.000000,1.720157,1787.921464
"K309870","남",31,"31/05/99",16.666667,2,"선불","CAT 200","유지","BS110",413,981.599999,26,163.199999,0,0.000000,141.944072,0,2.376755,6.276923,0.000000,439,1144.799998,2.607745,1286.744070
"K309940","여",48,"13/07/98",27.400000,2,"선불","CAT 200","이탈","CAS30",601,1432.800000,11,21.299999,14,37.800000,179.955638,28,2.384027,1.936364,2.700000,626,1491.899999,2.383227,1671.855637
"K310030","여",26,"09/09/96",49.800000,1,"선불","CAT 200","유지","WC95",407,971.400001,155,279.900001,2,10.800000,26.730698,5,2.386732,1.805806,5.400000,564,1262.100002,2.237766,1288.830700
"K310080","여",22,"23/06/98",28.066667,1,"선불","CAT 200","유지","WC95",900,2376.000000,77,325.199999,7,35.399999,97.068512,143,2.640000,4.223377,5.057143,984,2736.599998,2.781098,2833.668510
"K310170","여",42,"05/08/96",50.966667,0,"선불","CAT 200","유지","WC95",344,825.600000,110,609.300000,20,33.000000,138.475917,20,2.400000,5.539091,1.650000,474,1467.900000,3.096835,1606.375917
"K310330","남",20,"13/04/99",18.266667,0,"선불","CAT 200","유지","BS110",401,669.599999,15,378.000000,0,0.000000,127.972619,0,1.669825,25.200000,0.000000,416,1047.599999,2.518269,1175.572618
"K310360","남",26,"02/03/96",56.166667,10,"선불","CAT 200","이탈","CAS30",384,1010.399999,81,292.200000,1,6.500000,37.165981,9,2.631250,3.607407,6.500000,466,1309.099999,2.809227,1346.265980
